Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Europe,Iceland,Fruits,Online,640476596,112,9,6
Sub-Saharan Africa,Niger,Cosmetics,Online,217908513,2826,437,263
Asia,China,Fruits,Online,160045325,9823,9,6
Sub-Saharan Africa,The Gambia,Office Supplies,Offline,843498361,8764,651,524
Middle East and North Africa,Saudi Arabia,Snacks,Online,915191447,4342,152,97
Central America and the Caribbean,Antigua and Barbuda,Fruits,Online,442360913,3279,9,6
Middle East and North Africa,Israel,Personal Care,Online,462555587,9332,81,56
Europe,Ukraine,Meat,Online,733636796,8286,421,364
Europe,Bosnia and Herzegovina,Snacks,Online,183778369,2958,152,97
Middle East and North Africa,Lebanon,Beverages,Online,961466634,8198,47,31
Middle East and North Africa,United Arab Emirates,Meat,Offline,785500419,5884,421,364
Europe,Luxembourg,Snacks,Offline,594991052,9929,152,97
Australia and Oceania,Tonga,Vegetables,Offline,499362361,1274,154,90
Middle East and North Africa,Kuwait,Vegetables,Online,228350675,2894,154,90
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Offline,482004821,4793,255,159
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Offline,680686128,9006,651,524
Sub-Saharan Africa,Burundi,Clothes,Offline,315068423,4603,109,35
Australia and Oceania,Fiji,Clothes,Online,296138036,2680,109,35
Sub-Saharan Africa,Ghana,Meat,Offline,705193793,1369,421,364
Middle East and North Africa,Somalia,Household,Offline,343847024,830,668,502
Sub-Saharan Africa,Mauritania,Cosmetics,Offline,784021556,8256,437,263
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,517953717,2870,651,524
Asia,Bhutan,Cosmetics,Online,808192336,927,437,263
Australia and Oceania,Tonga,Clothes,Offline,737598741,713,109,35
Sub-Saharan Africa,Guinea,Clothes,Online,359346759,7546,109,35
Europe,Albania,Office Supplies,Online,246922719,8775,651,524
Sub-Saharan Africa,Lesotho,Cereal,Online,144125449,8778,205,117
Europe,Slovakia,Snacks,Offline,315066277,3968,152,97
Australia and Oceania,Papua New Guinea,Beverages,Online,194169032,7786,47,31
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,636170041,5707,437,263
Europe,Sweden,Household,Offline,766118133,235,668,502
Middle East and North Africa,Bahrain,Fruits,Offline,229374635,5906,9,6
Sub-Saharan Africa,Mauritania,Household,Online,541613376,4289,668,502
Europe,Russia,Clothes,Offline,138820683,8980,109,35
Central America and the Caribbean,Belize,Baby Food,Online,227295386,611,255,159
Europe,Luxembourg,Cereal,Online,733648812,1842,205,117
Sub-Saharan Africa,Chad,Office Supplies,Online,754804790,2366,651,524
Asia,Indonesia,Vegetables,Offline,807999646,3906,154,90
Europe,Kosovo,Office Supplies,Online,580782210,5217,651,524
Central America and the Caribbean,Saint Kitts and Nevis,Personal Care,Offline,281013810,7086,81,56
Asia,South Korea,Fruits,Online,186868274,7330,9,6
Sub-Saharan Africa,Kenya,Vegetables,Offline,196831929,5797,154,90
Europe,Hungary,Baby Food,Offline,279703605,9367,255,159
Middle East and North Africa,Turkey,Baby Food,Offline,924594628,6952,255,159
Middle East and North Africa,Yemen,Office Supplies,Online,890928828,4494,651,524
Asia,Tajikistan,Clothes,Online,358442533,9966,109,35
Australia and Oceania,Australia,Baby Food,Online,477184569,8373,255,159
Sub-Saharan Africa,Benin,Personal Care,Online,217516267,6752,81,56
Sub-Saharan Africa,Gabon,Cereal,Online,420111453,9170,205,117
Europe,Poland,Baby Food,Offline,645956456,1725,255,159
Europe,Montenegro,Clothes,Offline,526350104,7547,109,35
Europe,Andorra,Meat,Online,212903726,1798,421,364
Sub-Saharan Africa,Zambia,Personal Care,Offline,827541148,6670,81,56
Middle East and North Africa,Jordan,Cosmetics,Online,412498700,6387,437,263
Europe,Finland,Vegetables,Online,680325210,2203,154,90
Europe,Slovenia,Beverages,Online,263882005,7404,47,31
Middle East and North Africa,Algeria,Cereal,Offline,566342914,2308,205,117
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,811194264,9264,421,364
Asia,India,Baby Food,Online,292234885,7651,255,159
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,623576104,8881,9,6
Sub-Saharan Africa,Sudan,Snacks,Online,789641749,1396,152,97
Europe,Slovenia,Fruits,Offline,295168149,5669,9,6
Sub-Saharan Africa,Uganda,Cereal,Offline,515204131,9206,205,117
Europe,Greece,Meat,Offline,645111024,1543,421,364
Europe,Switzerland,Baby Food,Offline,850562655,9246,255,159
Sub-Saharan Africa,South Sudan,Personal Care,Offline,917545354,915,81,56
Europe,Ireland,Personal Care,Offline,702357947,2179,81,56
Sub-Saharan Africa,Niger,Baby Food,Online,581611764,701,255,159
Europe,Montenegro,Clothes,Online,102230632,1171,109,35
Europe,Armenia,Clothes,Online,231450879,313,109,35
Sub-Saharan Africa,Seychelles,Beverages,Online,206821334,1884,47,31
North America,Canada,Beverages,Offline,686203324,1667,47,31
Asia,Malaysia,Office Supplies,Online,597770678,2482,651,524
Asia,Thailand,Baby Food,Offline,290009725,9177,255,159
Sub-Saharan Africa,Ethiopia,Fruits,Online,181719291,3631,9,6
Sub-Saharan Africa,South Africa,Meat,Online,312010705,9756,421,364
Sub-Saharan Africa,Mauritius,Fruits,Online,790307796,8494,9,6
Sub-Saharan Africa,Mauritania,Meat,Offline,446346890,2819,421,364
Europe,Poland,Clothes,Online,880176818,2735,109,35
Middle East and North Africa,Tunisia,Baby Food,Offline,612158906,279,255,159
Asia,Mongolia,Fruits,Online,932966983,4518,9,6
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,953587377,6550,421,364
Europe,Italy,Clothes,Online,755318915,4507,109,35
Asia,Maldives,Personal Care,Online,939772927,8548,81,56
Europe,Andorra,Beverages,Online,378873240,5866,47,31
Europe,Cyprus,Fruits,Online,264856183,5685,9,6
Australia and Oceania,Marshall Islands,Vegetables,Offline,960270583,4260,154,90
Sub-Saharan Africa,Ghana,Office Supplies,Offline,647977769,9876,651,524
Sub-Saharan Africa,Malawi,Fruits,Offline,281151568,7852,9,6
Australia and Oceania,Palau,Snacks,Online,433278310,5535,152,97
North America,Greenland,Clothes,Offline,848156821,7306,109,35
Sub-Saharan Africa,Republic of the Congo,Snacks,Offline,889898431,9576,152,97
Asia,Laos,Personal Care,Online,892926967,5787,81,56
Asia,Laos,Household,Online,811978757,1413,668,502
Central America and the Caribbean,Belize,Fruits,Offline,672102630,8959,9,6
Europe,Czech Republic,Cereal,Online,118659913,2960,205,117
Europe,San Marino,Baby Food,Online,667324435,4985,255,159
Asia,Kazakhstan,Clothes,Online,754082524,8631,109,35
Europe,Poland,Baby Food,Online,685233008,4529,255,159
Asia,Cambodia,Cosmetics,Offline,387387216,5341,437,263
Europe,Monaco,Beverages,Online,757468974,757,47,31
Europe,Belgium,Meat,Online,512714612,2502,421,364
Central America and the Caribbean,Dominican Republic,Vegetables,Online,240672957,9331,154,90
Middle East and North Africa,Jordan,Personal Care,Online,149205338,2030,81,56
Europe,Georgia,Meat,Offline,516485583,8416,421,364
Middle East and North Africa,Somalia,Baby Food,Offline,341000020,8339,255,159
Europe,Kosovo,Vegetables,Online,491547477,8676,154,90
Middle East and North Africa,Syria,Vegetables,Offline,557239282,8341,154,90
Central America and the Caribbean,Panama,Snacks,Offline,197499263,3276,152,97
Middle East and North Africa,Yemen,Personal Care,Offline,492063748,1453,81,56
Middle East and North Africa,Turkey,Vegetables,Online,790981566,7878,154,90
Central America and the Caribbean,El Salvador,Household,Offline,964614045,9587,668,502
Sub-Saharan Africa,Burundi,Fruits,Offline,953635013,647,9,6
Sub-Saharan Africa,Liberia,Vegetables,Offline,319030797,7157,154,90
Central America and the Caribbean,Dominican Republic,Meat,Online,492100226,2247,421,364
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,724454629,1079,47,31
Sub-Saharan Africa,Zambia,Beverages,Offline,338017833,5843,47,31
Middle East and North Africa,Oman,Personal Care,Online,975026166,765,81,56
Sub-Saharan Africa,Mali,Cereal,Online,748028457,7098,205,117
Sub-Saharan Africa,Malawi,Fruits,Online,989886033,8129,9,6
Sub-Saharan Africa,Democratic Republic of the Congo,Cosmetics,Offline,403772723,4176,437,263
Australia and Oceania,Nauru,Meat,Online,913174855,7587,421,364
Europe,Bulgaria,Fruits,Offline,911891257,7742,9,6
Europe,Russia,Snacks,Offline,214033257,6052,152,97
Europe,Ukraine,Cereal,Online,504024684,959,205,117
Europe,Lithuania,Vegetables,Online,386601865,2938,154,90
Europe,Sweden,Cosmetics,Offline,336813628,9492,437,263
Asia,Kyrgyzstan,Beverages,Offline,450021302,159,47,31
Sub-Saharan Africa,Chad,Beverages,Online,891898715,1505,47,31
Australia and Oceania,Solomon Islands,Fruits,Offline,548432195,2129,9,6
Sub-Saharan Africa,Madagascar,Fruits,Offline,175920569,7661,9,6
Australia and Oceania,Papua New Guinea,Clothes,Offline,150975167,5762,109,35
Sub-Saharan Africa,Central African Republic,Beverages,Offline,920519816,1125,47,31
Asia,Maldives,Meat,Online,751790845,472,421,364
Central America and the Caribbean,Dominican Republic,Meat,Online,682337081,7560,421,364
Central America and the Caribbean,Haiti,Meat,Online,470019853,8174,421,364
Sub-Saharan Africa,Togo,Fruits,Offline,843012988,5132,9,6
Asia,Taiwan,Vegetables,Offline,349802815,3281,154,90
Europe,Belgium,Fruits,Online,309188163,4503,9,6
Europe,Kosovo,Office Supplies,Offline,760280358,2708,651,524
Sub-Saharan Africa,Republic of the Congo,Fruits,Online,912503230,8838,9,6
Europe,Slovakia,Beverages,Offline,495593106,5868,47,31
Europe,Cyprus,Clothes,Offline,209598815,3802,109,35
Sub-Saharan Africa,Comoros,Clothes,Offline,374881684,4676,109,35
North America,United States of America,Baby Food,Offline,482115542,7558,255,159
Central America and the Caribbean,Guatemala,Meat,Online,542286717,3545,421,364
Asia,Laos,Cereal,Online,636694037,769,205,117
Australia and Oceania,Solomon Islands,Personal Care,Offline,466948831,9390,81,56
Sub-Saharan Africa,Mali,Snacks,Offline,704974925,6601,152,97
Sub-Saharan Africa,Sudan,Fruits,Online,743008649,1625,9,6
Australia and Oceania,Marshall Islands,Household,Offline,943598830,718,668,502
Central America and the Caribbean,Guatemala,Vegetables,Online,389606797,2164,154,90
Sub-Saharan Africa,Togo,Snacks,Online,934206378,1282,152,97
Sub-Saharan Africa,Republic of the Congo,Meat,Online,450883901,5421,421,364
Europe,Georgia,Meat,Online,483438193,8959,421,364
Australia and Oceania,Vanuatu,Cereal,Online,395980584,8309,205,117
Middle East and North Africa,Qatar,Vegetables,Offline,522934901,6913,154,90
Europe,Switzerland,Vegetables,Online,819037473,244,154,90
Sub-Saharan Africa,Chad,Baby Food,Offline,409337127,807,255,159
Central America and the Caribbean,Antigua and Barbuda,Cereal,Online,739195191,3139,205,117
Middle East and North Africa,Lebanon,Personal Care,Offline,624285495,8806,81,56
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,300594365,1407,255,159
Europe,Liechtenstein,Fruits,Offline,974420630,1573,9,6
Sub-Saharan Africa,Cameroon,Personal Care,Online,772375619,1964,81,56
Middle East and North Africa,Qatar,Household,Online,591383159,2273,668,502
Central America and the Caribbean,Jamaica,Snacks,Online,948679578,4224,152,97
Sub-Saharan Africa,Senegal,Meat,Online,631813704,6570,421,364
Sub-Saharan Africa,Madagascar,Clothes,Online,748646867,99,109,35
Sub-Saharan Africa,Republic of the Congo,Beverages,Online,677352893,2628,47,31
Sub-Saharan Africa,Gabon,Beverages,Offline,316418111,4005,47,31
Europe,Russia,Beverages,Offline,534641349,1111,47,31
Europe,Belgium,Snacks,Online,921133935,2856,152,97
Asia,Kyrgyzstan,Office Supplies,Offline,235319697,5183,651,524
Europe,San Marino,Meat,Offline,456934964,6065,421,364
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,936028563,507,47,31
Central America and the Caribbean,Dominican Republic,Baby Food,Offline,642961823,5546,255,159
Sub-Saharan Africa,Burkina Faso,Personal Care,Offline,418408572,5249,81,56
Middle East and North Africa,Jordan,Beverages,Offline,723355138,5715,47,31
Sub-Saharan Africa,Mali,Meat,Online,289100348,72,421,364
Asia,Mongolia,Personal Care,Offline,167255532,3484,81,56
Australia and Oceania,Papua New Guinea,Meat,Online,579744517,8141,421,364
Europe,Bulgaria,Fruits,Online,468803632,8267,9,6
Europe,Finland,Baby Food,Online,646981704,5118,255,159
Middle East and North Africa,Iraq,Household,Online,647140061,1980,668,502
Europe,Finland,Vegetables,Online,972452533,9169,154,90
Middle East and North Africa,Somalia,Household,Offline,846405446,9035,668,502
Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online,462797629,958,81,56
Europe,Austria,Personal Care,Offline,535740411,6348,81,56
Middle East and North Africa,Libya,Meat,Online,949657618,3648,421,364
Europe,Ireland,Personal Care,Offline,309285581,3331,81,56
Middle East and North Africa,Egypt,Meat,Online,889673125,2903,421,364
Sub-Saharan Africa,Mauritius,Meat,Offline,986181581,1900,421,364
Australia and Oceania,Palau,Baby Food,Offline,764484775,6888,255,159
Middle East and North Africa,Afghanistan,Cereal,Online,910569036,6467,205,117
Europe,Andorra,Baby Food,Offline,380733191,6267,255,159
Middle East and North Africa,Egypt,Household,Online,451588571,3948,668,502
Asia,China,Fruits,Online,670059001,4203,9,6
Australia and Oceania,Kiribati,Office Supplies,Online,203380811,3756,651,524
Europe,Kosovo,Fruits,Online,989102828,6362,9,6
Sub-Saharan Africa,Gabon,Fruits,Offline,985086381,7806,9,6
Sub-Saharan Africa,Liberia,Vegetables,Online,919505298,906,154,90
Middle East and North Africa,Bahrain,Snacks,Online,240845906,511,152,97
Sub-Saharan Africa,Zambia,Office Supplies,Offline,267907035,8500,651,524
Australia and Oceania,Papua New Guinea,Meat,Online,139800012,8785,421,364
Sub-Saharan Africa,Botswana,Meat,Online,865948665,2308,421,364
Middle East and North Africa,Qatar,Meat,Offline,376089322,2043,421,364
Middle East and North Africa,Tunisia,Snacks,Online,270270812,7994,152,97
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,868854463,2198,81,56
Asia,Malaysia,Beverages,Online,762514102,3722,47,31
North America,Mexico,Personal Care,Offline,862236058,3665,81,56
Sub-Saharan Africa,Mauritania,Household,Online,349319159,157,668,502
Australia and Oceania,Federated States of Micronesia,Snacks,Online,725374734,3358,152,97
Europe,Latvia,Beverages,Online,862326610,461,47,31
Europe,Sweden,Meat,Online,152411115,691,421,364
Asia,Bangladesh,Cosmetics,Online,758177077,300,437,263
Europe,Ukraine,Office Supplies,Offline,862485826,7577,651,524
Asia,South Korea,Household,Offline,518511188,7838,668,502
Europe,Vatican City,Fruits,Offline,299739491,8431,9,6
Middle East and North Africa,Qatar,Meat,Online,849969565,3737,421,364
Europe,France,Meat,Offline,633312737,167,421,364
Europe,Norway,Office Supplies,Offline,884192836,1164,651,524
Asia,Cambodia,Cosmetics,Offline,657346189,2200,437,263
Sub-Saharan Africa,Togo,Beverages,Offline,877821624,5780,47,31
Sub-Saharan Africa,Rwanda,Fruits,Online,290980470,6442,9,6
Australia and Oceania,Vanuatu,Fruits,Online,412496554,5752,9,6
Europe,Iceland,Meat,Online,578356206,7309,421,364
Europe,Luxembourg,Personal Care,Online,194858253,1742,81,56
Europe,Macedonia,Cereal,Offline,988614022,1713,205,117
Asia,Myanmar,Personal Care,Online,256547343,6915,81,56
Asia,Brunei,Vegetables,Offline,315894544,9070,154,90
Middle East and North Africa,Israel,Snacks,Online,854204452,6934,152,97
Europe,Russia,Cereal,Online,279338395,1293,205,117
Asia,Uzbekistan,Meat,Online,669470202,9965,421,364
Europe,Estonia,Baby Food,Offline,123086202,2797,255,159
Central America and the Caribbean,Honduras,Clothes,Online,408985221,6670,109,35
Europe,Luxembourg,Meat,Online,216278588,495,421,364
North America,United States of America,Fruits,Online,104390132,215,9,6
Sub-Saharan Africa,Ethiopia,Household,Online,253056180,3802,668,502
Asia,Taiwan,Personal Care,Online,912325561,6262,81,56
Central America and the Caribbean,Saint Lucia,Meat,Online,152559602,4631,421,364
Sub-Saharan Africa,Djibouti,Cereal,Online,614432132,2977,205,117
Central America and the Caribbean,Trinidad and Tobago,Household,Offline,958929479,7397,668,502
Asia,Mongolia,Household,Offline,817350471,1022,668,502
Central America and the Caribbean,Cuba,Office Supplies,Online,341306436,9014,651,524
Asia,Nepal,Cosmetics,Offline,652721202,3563,437,263
Europe,Romania,Baby Food,Offline,693831098,8895,255,159
Australia and Oceania,Fiji,Cereal,Offline,377184951,6264,205,117
Central America and the Caribbean,Honduras,Vegetables,Online,135644090,8955,154,90
Asia,Indonesia,Clothes,Offline,472382342,7287,109,35
Central America and the Caribbean,Dominica,Cereal,Online,610886037,3608,205,117
Asia,Laos,Cosmetics,Offline,744954001,7298,437,263
Middle East and North Africa,Egypt,Personal Care,Offline,688697564,9768,81,56
Australia and Oceania,Palau,Cereal,Online,326540553,9461,205,117
Europe,Macedonia,Cereal,Online,963219296,6850,205,117
Sub-Saharan Africa,Tanzania,Cereal,Offline,373782622,9439,205,117
Central America and the Caribbean,Saint Kitts and Nevis,Vegetables,Online,453591859,6766,154,90
Europe,Austria,Vegetables,Offline,468320834,5397,154,90
Europe,Iceland,Cereal,Online,203955876,3931,205,117
Sub-Saharan Africa,Mauritius,Baby Food,Offline,416795814,7998,255,159
Europe,Moldova,Snacks,Offline,583451974,5260,152,97
Europe,Luxembourg,Clothes,Online,250848186,407,109,35
Sub-Saharan Africa,Senegal,Meat,Online,386220777,165,421,364
Middle East and North Africa,Syria,Cosmetics,Online,227118575,8288,437,263
Australia and Oceania,Nauru,Fruits,Offline,431402909,562,9,6
Sub-Saharan Africa,Ethiopia,Meat,Offline,827247607,9805,421,364
Europe,Albania,Meat,Online,863138997,865,421,364
Central America and the Caribbean,Dominica,Snacks,Offline,957875907,5622,152,97
Central America and the Caribbean,Honduras,Clothes,Offline,250569665,7987,109,35
Sub-Saharan Africa,Cape Verde,Snacks,Online,650644099,8903,152,97
Asia,Indonesia,Fruits,Offline,987835538,1342,9,6
Middle East and North Africa,Somalia,Cosmetics,Online,162192809,5311,437,263
Sub-Saharan Africa,Mozambique,Clothes,Offline,294077241,2845,109,35
Sub-Saharan Africa,Angola,Baby Food,Offline,874162662,3012,255,159
North America,Greenland,Beverages,Offline,113435399,6910,47,31
Central America and the Caribbean,Honduras,Meat,Offline,793194282,2669,421,364
Australia and Oceania,Samoa,Fruits,Offline,815050637,451,9,6
Asia,North Korea,Fruits,Online,850928294,7447,9,6
Middle East and North Africa,Jordan,Snacks,Online,293063580,2881,152,97
Asia,Thailand,Beverages,Online,404005324,3008,47,31
Europe,Serbia,Household,Online,266614854,6115,668,502
Europe,Andorra,Household,Offline,834065997,7518,668,502
Europe,Lithuania,Fruits,Offline,879845082,4567,9,6
Middle East and North Africa,Egypt,Household,Offline,147750937,1641,668,502
Sub-Saharan Africa,The Gambia,Baby Food,Online,701894891,5151,255,159
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,176700770,8539,81,56
Central America and the Caribbean,Dominica,Fruits,Offline,326904904,7281,9,6
Middle East and North Africa,Algeria,Baby Food,Online,277556121,3879,255,159
Middle East and North Africa,Kuwait,Household,Online,574015748,2871,668,502
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,931957614,5823,437,263
Asia,Uzbekistan,Cereal,Online,687368047,6335,205,117
Europe,Slovakia,Cosmetics,Offline,146545875,5036,437,263
Middle East and North Africa,Morocco,Snacks,Offline,136102426,4587,152,97
Asia,Bhutan,Household,Online,652961528,4681,668,502
Europe,Romania,Baby Food,Offline,414359509,7042,255,159
Central America and the Caribbean,Costa Rica,Vegetables,Online,907845199,423,154,90
Middle East and North Africa,Libya,Household,Offline,541279923,5613,668,502
Central America and the Caribbean,Jamaica,Vegetables,Offline,492837512,427,154,90
Australia and Oceania,Solomon Islands,Fruits,Offline,661004292,4714,9,6
Sub-Saharan Africa,Mozambique,Household,Online,114579093,5355,668,502
Central America and the Caribbean,Dominica,Vegetables,Offline,242673242,1260,154,90
Asia,Philippines,Fruits,Online,704710566,8372,9,6
Asia,Mongolia,Cereal,Online,780427396,4664,205,117
Central America and the Caribbean,Panama,Meat,Offline,719872558,5142,421,364
Sub-Saharan Africa,Ghana,Fruits,Online,393407380,6841,9,6
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,641705691,3829,109,35
Middle East and North Africa,Iraq,Personal Care,Offline,125753819,2205,81,56
Europe,Malta,Baby Food,Offline,276850593,5097,255,159
Asia,Uzbekistan,Office Supplies,Online,346607339,7669,651,524
Europe,Andorra,Cereal,Online,556947886,2111,205,117
Sub-Saharan Africa,Burundi,Baby Food,Offline,750108563,2648,255,159
Central America and the Caribbean,Dominica,Office Supplies,Offline,838638198,534,651,524
Asia,Taiwan,Cosmetics,Online,355398118,9056,437,263
Sub-Saharan Africa,Lesotho,Vegetables,Offline,703562152,8530,154,90
Australia and Oceania,Tuvalu,Household,Offline,206616628,1306,668,502
North America,Greenland,Beverages,Online,858360373,6764,47,31
Asia,Sri Lanka,Clothes,Online,672904717,6314,109,35
Sub-Saharan Africa,Kenya,Beverages,Offline,434673488,8399,47,31
Europe,United Kingdom,Household,Online,548403012,3493,668,502
Sub-Saharan Africa,Burundi,Clothes,Offline,589142119,9100,109,35
Europe,United Kingdom,Vegetables,Online,652252137,4757,154,90
Sub-Saharan Africa,Botswana,Snacks,Online,903406894,7030,152,97
Sub-Saharan Africa,Benin,Vegetables,Offline,228592717,4520,154,90
Europe,Malta,Cosmetics,Online,284108436,2854,437,263
Sub-Saharan Africa,Gabon,Cereal,Offline,546565377,9696,205,117
Sub-Saharan Africa,Seychelles,Office Supplies,Online,562887370,9736,651,524
Sub-Saharan Africa,Nigeria,Snacks,Online,400310742,9699,152,97
Middle East and North Africa,Egypt,Fruits,Online,196384322,3340,9,6
Middle East and North Africa,Pakistan,Vegetables,Offline,608969438,6444,154,90
Sub-Saharan Africa,Ghana,Beverages,Offline,566239917,1829,47,31
Europe,Norway,Vegetables,Offline,416682088,4344,154,90
Europe,Cyprus,Vegetables,Offline,579094779,5869,154,90
Europe,Czech Republic,Fruits,Online,192589318,314,9,6
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online,266589534,8622,651,524
Sub-Saharan Africa,Togo,Cosmetics,Offline,530831754,3767,437,263
Europe,Belarus,Household,Offline,785364806,5754,668,502
Europe,Russia,Baby Food,Offline,450550019,6618,255,159
Europe,Bulgaria,Vegetables,Offline,817061221,5427,154,90
Central America and the Caribbean,Dominican Republic,Office Supplies,Online,995884740,3280,651,524
Europe,Slovakia,Office Supplies,Online,168319404,8307,651,524
Asia,Laos,Beverages,Offline,735976541,668,47,31
Sub-Saharan Africa,Guinea,Clothes,Offline,670779979,7557,109,35
Australia and Oceania,Kiribati,Office Supplies,Online,264966046,8196,651,524
Europe,Croatia,Clothes,Online,781083571,8841,109,35
Europe,Ukraine,Cereal,Offline,401993882,7778,205,117
Central America and the Caribbean,The Bahamas,Snacks,Offline,980870807,324,152,97
Europe,France,Office Supplies,Online,391200673,3827,651,524
Middle East and North Africa,Iran,Baby Food,Offline,176782310,2669,255,159
Middle East and North Africa,Qatar,Snacks,Offline,601727044,3259,152,97
Asia,Myanmar,Baby Food,Online,200458705,9040,255,159
Middle East and North Africa,Oman,Office Supplies,Offline,727713620,5486,651,524
Europe,San Marino,Vegetables,Offline,408540618,5102,154,90
Central America and the Caribbean,Haiti,Fruits,Online,688301026,2424,9,6
Sub-Saharan Africa,Ghana,Fruits,Online,382668673,9019,9,6
Australia and Oceania,New Zealand,Beverages,Offline,627629888,8486,47,31
Central America and the Caribbean,Jamaica,Beverages,Online,829483497,1454,47,31
Asia,Laos,Clothes,Offline,914840829,586,109,35
Australia and Oceania,Tonga,Baby Food,Online,880625712,5573,255,159
Australia and Oceania,Solomon Islands,Beverages,Offline,344074475,8138,47,31
Asia,India,Baby Food,Online,792735946,7038,255,159
Asia,Bangladesh,Vegetables,Online,634471452,3057,154,90
Middle East and North Africa,Egypt,Fruits,Offline,147454822,4013,9,6
Sub-Saharan Africa,Burundi,Clothes,Online,130172383,9756,109,35
Asia,Myanmar,Snacks,Offline,551422965,7164,152,97
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,100317895,5149,651,524
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,236281001,9654,651,524
Europe,San Marino,Personal Care,Online,239048612,8651,81,56
Middle East and North Africa,Pakistan,Household,Online,358669555,7147,668,502
Australia and Oceania,Marshall Islands,Cereal,Online,465505158,2176,205,117
Asia,Indonesia,Household,Online,500229251,7806,668,502
Sub-Saharan Africa,Guinea,Household,Offline,923828160,137,668,502
Sub-Saharan Africa,Mozambique,Personal Care,Online,467600715,2297,81,56
Sub-Saharan Africa,The Gambia,Household,Offline,183158242,9449,668,502
Europe,Vatican City,Cosmetics,Offline,292424571,3784,437,263
Australia and Oceania,Palau,Cosmetics,Online,637636029,9526,437,263
Europe,Bosnia and Herzegovina,Beverages,Online,231341445,7929,47,31
Sub-Saharan Africa,Burkina Faso,Fruits,Online,406402146,2281,9,6
Central America and the Caribbean,El Salvador,Cosmetics,Offline,765991961,2898,437,263
Europe,Portugal,Office Supplies,Online,533597218,2130,651,524
Asia,Malaysia,Beverages,Offline,803016746,9355,47,31
Asia,Taiwan,Cereal,Offline,488361871,5985,205,117
Sub-Saharan Africa,Angola,Snacks,Offline,374056422,463,152,97
Sub-Saharan Africa,Burundi,Meat,Offline,864836728,3261,421,364
North America,Canada,Household,Offline,635751616,1886,668,502
Europe,Romania,Meat,Offline,682162415,5873,421,364
Asia,Taiwan,Meat,Online,269742953,1789,421,364
Asia,Cambodia,Clothes,Online,984479558,8233,109,35
Asia,Myanmar,Meat,Online,882671058,836,421,364
Asia,Vietnam,Household,Online,340928781,7257,668,502
Europe,Iceland,Vegetables,Offline,706176555,2190,154,90
Sub-Saharan Africa,Sudan,Vegetables,Offline,245650708,2358,154,90
Middle East and North Africa,Algeria,Personal Care,Online,896900069,1516,81,56
North America,United States of America,Household,Online,617785966,5451,668,502
Sub-Saharan Africa,Nigeria,Meat,Offline,136482226,6979,421,364
Sub-Saharan Africa,Burundi,Office Supplies,Online,701475179,949,651,524
Asia,Tajikistan,Cereal,Offline,931563651,9241,205,117
Asia,Nepal,Beverages,Online,865858972,5766,47,31
Australia and Oceania,Australia,Fruits,Offline,613784968,1467,9,6
Sub-Saharan Africa,Mozambique,Fruits,Online,805077970,9317,9,6
Europe,Luxembourg,Office Supplies,Offline,339786803,9321,651,524
Middle East and North Africa,Iraq,Meat,Online,438272798,3515,421,364
Asia,Cambodia,Snacks,Online,591209781,967,152,97
Sub-Saharan Africa,Comoros,Cosmetics,Online,809584081,2775,437,263
Europe,Malta,Personal Care,Offline,274694526,7069,81,56
Middle East and North Africa,Oman,Household,Online,488152444,4011,668,502
North America,United States of America,Office Supplies,Offline,321881663,792,651,524
Sub-Saharan Africa,Ethiopia,Fruits,Offline,968118512,6636,9,6
Central America and the Caribbean,Barbados,Snacks,Offline,989411818,7799,152,97
Central America and the Caribbean,Guatemala,Household,Offline,368622910,2566,668,502
Sub-Saharan Africa,Uganda,Fruits,Offline,958925616,6254,9,6
Europe,France,Clothes,Online,633806264,6213,109,35
Middle East and North Africa,Somalia,Personal Care,Offline,937063682,6822,81,56
Sub-Saharan Africa,Ghana,Clothes,Online,332809197,4492,109,35
Europe,Spain,Personal Care,Online,955466639,2666,81,56
Sub-Saharan Africa,Zambia,Beverages,Offline,959772336,6817,47,31
Sub-Saharan Africa,Senegal,Snacks,Online,370775115,9451,152,97
Asia,Myanmar,Cereal,Online,633836305,5103,205,117
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,564629733,5340,81,56
