puntos,precio,provincia,region_1,region_2,critico,variedad
88,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
90,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon-Syrah
90,25,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Zinfandel
85,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Rhône-style Red Blend
87,25,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
92,25,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Chardonnay
94,25,California,Sonoma Coast,Sonoma,Virginie Boone,Gewürztraminer
82,25,California,Lodi,Central Valley,Jim Gordon,Red Blend
87,25,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Pinot Noir
91,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Zinfandel
91,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Grenache
86,25,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Gamay Noir
92,25,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Viognier
89,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Barbera
88,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Chardonnay
88,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Merlot
86,25,California,Contra Costa County,Central Coast,Jim Gordon,Montepulciano
86,25,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,Barbera
89,25,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,Cabernet Sauvignon
88,25,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,Cabernet Sauvignon
88,25,California,Lodi,Central Valley,Jim Gordon,Zinfandel
86,25,Washington,Lake Chelan,Columbia Valley,Sean P. Sullivan,Rosé
91,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,White Blend
90,25,California,Monterey County,Central Coast,Matt Kettmann,Riesling
90,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Pinot Noir
92,25,California,Paso Robles,Central Coast,Matt Kettmann,Zinfandel
90,25,Washington,Washington,Washington Other,Paul Gregutt,Syrah
90,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
89,25,California,Russian River Valley,Sonoma,Virginie Boone,Pinot Noir
90,25,California,California,California Other,Jim Gordon,Pinot Noir
90,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
89,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
90,25,California,Arroyo Seco,Central Coast,Matt Kettmann,Sauvignon Blanc
90,25,California,El Dorado,Sierra Foothills,Jim Gordon,Zinfandel
90,25,California,Oak Knoll District,Napa,Virginie Boone,Riesling
91,25,California,Arroyo Seco,Central Coast,Matt Kettmann,Sauvignon Blanc
89,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Riesling
86,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Rosé
87,25,California,Sierra Foothills,Sierra Foothills,Virginie Boone,Cabernet Sauvignon
92,25,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,Chardonnay
94,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Roussanne
86,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Rosé
89,25,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Bordeaux-style White Blend
89,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
86,25,California,El Dorado,Sierra Foothills,Jim Gordon,Zinfandel
91,25,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
89,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Cabernet Sauvignon
85,25,California,St. Helena,Napa,Virginie Boone,Cabernet Sauvignon
89,25,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,Sparkling Blend
91,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
91,25,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style Red Blend
91,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Syrah
83,25,California,Carmel Valley,Central Coast,Matt Kettmann,Red Blend
86,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Rhône-style Red Blend
90,25,California,Alexander Valley,Sonoma,Virginie Boone,Chardonnay
88,25,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Chardonnay
88,25,Washington,Washington,Washington Other,Paul Gregutt,Red Blend
83,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
90,25,California,Russian River Valley,Sonoma,Virginie Boone,Sauvignon Blanc
92,25,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,Gewürztraminer
85,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Franc
89,25,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Malbec
92,25,California,Santa Barbara County,Central Coast,Matt Kettmann,Syrah
88,25,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,Rosé
93,25,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
86,25,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Syrah
92,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Roussanne
92,25,Oregon,McMinnville,Willamette Valley,Paul Gregutt,Riesling
90,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
90,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Rhône-style Red Blend
88,25,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
91,25,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Sauvignon
92,25,California,Monterey County,Central Coast,Matt Kettmann,Rosé
84,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
87,25,California,California,California Other,Jim Gordon,Rosé
86,25,Washington,Washington,Washington Other,Sean P. Sullivan,Malbec
88,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
85,25,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Cabernet Sauvignon
84,25,California,Napa Valley,Napa,Virginie Boone,Red Blend
86,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Sauvignon Blanc
83,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
82,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Merlot
94,25,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Riesling
88,25,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Sauvignon Blanc
88,25,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Grüner Veltliner
86,25,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Bordeaux-style Red Blend
87,25,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,White Blend
89,25,California,Lodi,Central Valley,Jim Gordon,Syrah
87,25,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Tempranillo
92,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
85,25,California,Napa Valley,Napa,Virginie Boone,Red Blend
87,25,California,Ballard Canyon,Central Coast,Matt Kettmann,Rosé
87,25,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,White Blend
88,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Grenache
87,25,California,Arroyo Seco,Central Coast,Matt Kettmann,Chardonnay
91,25,California,California,California Other,Jim Gordon,Pinot Noir
90,25,California,Livermore Valley,Central Coast,Jim Gordon,Chardonnay
92,25,California,Sierra Foothills,Sierra Foothills,Jim Gordon,White Blend
85,25,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Tempranillo
90,25,California,Green Valley,Sonoma,Virginie Boone,Pinot Noir
90,25,California,California,California Other,Jim Gordon,Sparkling Blend
86,24,California,Napa Valley,Napa,Virginie Boone,Zinfandel
89,24,California,Templeton Gap District,Central Coast,Matt Kettmann,Tempranillo
87,24,California,Russian River Valley,Sonoma,Virginie Boone,Sauvignon Blanc
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
87,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Albariño
87,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
90,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Rosé
89,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Rosé
88,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Sauvignon Blanc
89,24,California,Central Coast,Central Coast,Matt Kettmann,Rhône-style White Blend
89,24,California,Santa Clara Valley,Central Coast,Matt Kettmann,Merlot
89,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
88,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Viognier
91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Rosé
84,24,California,Central Coast,Central Coast,Matt Kettmann,Chardonnay
84,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Zinfandel
83,24,California,Solano County,North Coast,Jim Gordon,Syrah
88,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Zinfandel
84,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Tempranillo
88,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Rhône-style White Blend
91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
91,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Pinot Noir
91,24,California,Edna Valley,Central Coast,Matt Kettmann,Pinot Noir
86,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
92,24,California,Edna Valley,Central Coast,Matt Kettmann,Chardonnay
87,24,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Red Blend
87,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Syrah
88,24,California,Lodi,Central Valley,Virginie Boone,Red Blend
88,24,California,Alexander Valley,Sonoma,Virginie Boone,Claret
89,24,Oregon,Willamette Valley,Willamette Valley,Michael Schachner,Pinot Noir
85,24,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Tempranillo
89,24,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,Chardonnay
89,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Rosé
87,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Gamay Noir
89,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Chardonnay
92,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Chardonnay
90,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Franc
91,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Red Blend
84,24,California,Lodi,Central Valley,Virginie Boone,Zinfandel
90,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Riesling
89,24,California,Calaveras County,Sierra Foothills,Virginie Boone,Zinfandel
89,24,California,North Coast,North Coast,Virginie Boone,Red Blend
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Roussanne
92,24,California,El Dorado,Sierra Foothills,Jim Gordon,Syrah
92,24,California,Paso Robles,Central Coast,Matt Kettmann,Cabernet Sauvignon
85,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
88,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
91,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Chardonnay
91,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Red Blend
90,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Grüner Veltliner
85,24,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,Malbec
82,24,California,California,California Other,Paul Gregutt,Zinfandel
88,24,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Merlot
91,24,California,Knights Valley,Sonoma,Virginie Boone,Syrah
87,24,California,El Dorado,Sierra Foothills,Virginie Boone,Primitivo
90,24,California,Ballard Canyon,Central Coast,Matt Kettmann,Sauvignon Blanc
88,24,California,Sonoma Valley,Sonoma,Virginie Boone,Syrah
85,24,California,North Coast,North Coast,Jim Gordon,Chardonnay
83,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Cabernet Sauvignon
84,24,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,Zinfandel
88,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Sauvignon Blanc
84,24,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Zinfandel
90,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
85,24,California,Livermore Valley,Central Coast,Virginie Boone,Petite Sirah
91,24,California,Santa Maria Valley,Central Coast,Matt Kettmann,Chardonnay
88,24,California,Alexander Valley,Sonoma,Virginie Boone,Claret
92,24,California,Santa Margarita Ranch,Central Coast,Matt Kettmann,Red Blend
89,24,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,Grüner Veltliner
88,24,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Rosé
86,24,California,Russian River Valley,Sonoma,Virginie Boone,Tannat
92,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,White Blend
92,24,California,Santa Maria Valley,Central Coast,Matt Kettmann,Pinot Noir
85,24,Oregon,Elkton Oregon,Southern Oregon,Paul Gregutt,Pinot Noir
89,24,California,Lodi,Central Valley,Virginie Boone,Cinsault
89,24,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Syrah
88,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Grenache Blanc
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
86,24,California,Sonoma Mountain,Sonoma,Virginie Boone,White Blend
88,24,California,St. Helena,Napa,Virginie Boone,Sauvignon Blanc
90,24,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,Grüner Veltliner
88,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Chardonnay
88,24,California,St. Helena,Napa,Virginie Boone,Riesling
93,24,California,Amador County,Sierra Foothills,Jim Gordon,Zinfandel
91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Merlot
88,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Red Blend
87,24,California,El Dorado,Sierra Foothills,Virginie Boone,Zinfandel
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Barbera
89,24,California,Livermore Valley,Central Coast,Virginie Boone,Cabernet Sauvignon
87,24,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style White Blend
88,24,California,Ventura County,Central Coast,Matt Kettmann,Petit Verdot
92,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Bordeaux-style White Blend
90,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Grüner Veltliner
90,24,California,Livermore Valley,Central Coast,Virginie Boone,Fumé Blanc
87,24,California,Russian River Valley,Sonoma,Virginie Boone,Grenache
89,24,California,Edna Valley,Central Coast,Matt Kettmann,Grenache Blanc
90,24,California,Napa Valley,Napa,Virginie Boone,Merlot
90,24,California,Napa Valley,Napa,Virginie Boone,Rosé
91,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
91,24,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style White Blend
88,24,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,Petit Verdot
87,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Chardonnay
88,24,California,Fiddletown,Sierra Foothills,Jim Gordon,Sauvignon Blanc
88,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
87,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
86,24,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,Pinot Noir
90,24,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,White Blend
89,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
87,24,California,Paso Robles,Central Coast,Matt Kettmann,Rhône-style White Blend
88,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Merlot
92,24,California,San Luis Obispo County,Central Coast,Matt Kettmann,Albariño
88,24,California,Livermore Valley,Central Coast,Virginie Boone,Red Blend
91,24,California,Lodi,Central Valley,Virginie Boone,White Blend
91,24,California,Sierra Foothills,Sierra Foothills,Virginie Boone,Cabernet Franc
88,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Bordeaux-style Red Blend
92,24,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
92,24,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,Chardonnay
89,24,California,Lodi,Central Valley,Virginie Boone,Cinsault
86,24,California,Santa Clara Valley,Central Coast,Virginie Boone,Merlot
86,24,California,Lodi,Central Valley,Jim Gordon,Red Blend
86,24,California,Paso Robles,Central Coast,Matt Kettmann,Chardonnay
90,24,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,Chardonnay
89,24,California,Paso Robles,Central Coast,Matt Kettmann,Syrah
85,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
90,24,California,Fiddletown,Sierra Foothills,Virginie Boone,Zinfandel
90,24,California,Sonoma Valley,Sonoma,Virginie Boone,Rhône-style White Blend
87,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Cabernet Sauvignon
86,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Red Blend
91,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Grenache Blanc
91,24,California,Ballard Canyon,Central Coast,Matt Kettmann,Grenache Blanc
85,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Rhône-style White Blend
85,24,California,Central Coast,Central Coast,Matt Kettmann,Syrah
92,24,California,Sierra Foothills,Sierra Foothills,Virginie Boone,Syrah
89,24,California,Paso Robles,Central Coast,Matt Kettmann,Syrah
88,24,California,North Coast,North Coast,Jim Gordon,Cabernet Sauvignon
86,24,California,Fair Play,Sierra Foothills,Virginie Boone,Grenache Blend
94,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Riesling
88,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Red Blend
89,24,California,Livermore Valley,Central Coast,Virginie Boone,Sauvignon Blanc-Semillon
88,24,California,Santa Maria Valley,Central Coast,Matt Kettmann,Rosé
88,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Grenache
87,24,California,Sonoma Valley,Sonoma,Virginie Boone,Sangiovese
90,24,California,Fort Ross-Seaview,Sonoma,Virginie Boone,Pinot Noir
88,24,California,Lodi,Central Valley,Virginie Boone,Petite Sirah
88,24,California,Russian River Valley,Sonoma,Virginie Boone,Zinfandel
90,24,California,Livermore Valley,Central Coast,Jim Gordon,White Blend
90,24,California,Paso Robles,Central Coast,Matt Kettmann,Red Blend
89,24,California,Paso Robles,Central Coast,Matt Kettmann,Viognier
90,24,California,Paso Robles,Central Coast,Matt Kettmann,Albariño
89,24,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
90,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Riesling
92,24,California,Santa Maria Valley,Central Coast,Matt Kettmann,Red Blend
86,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,White Blend
90,24,California,California,California Other,Jim Gordon,Pinot Gris
90,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Malbec
87,24,California,Paso Robles,Central Coast,Matt Kettmann,Albariño
88,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
89,24,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,Rosé
82,24,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Merlot
88,24,California,Edna Valley,Central Coast,Matt Kettmann,Grüner Veltliner
88,24,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,Red Blend
88,24,California,Lodi,Central Valley,Virginie Boone,Zinfandel
90,24,California,Sonoma Valley,Sonoma,Virginie Boone,Sauvignon Blanc
91,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Sauvignon Blanc
92,24,Oregon,Oregon,Oregon Other,Paul Gregutt,Pinot Gris
85,24,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Roussanne-Viognier
91,24,California,Sonoma County,Sonoma,Virginie Boone,Cabernet Sauvignon
90,24,California,Amador County,Sierra Foothills,Jim Gordon,Barbera
86,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
86,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Bordeaux-style Red Blend
88,24,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,Merlot
88,24,California,Paso Robles,Central Coast,Matt Kettmann,Grenache
84,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Merlot
90,24,California,Oakville,Napa,Virginie Boone,Merlot
90,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
88,24,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,Merlot
93,24,California,El Dorado,Sierra Foothills,Jim Gordon,Zinfandel
87,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
88,24,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,Primitivo
86,24,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,Cabernet Sauvignon-Merlot
88,24,California,Sonoma Coast,Sonoma,Virginie Boone,Rosé
94,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Riesling
87,24,California,Clarksburg,Central Valley,Virginie Boone,Teroldego
87,24,California,Monterey County,Central Coast,Matt Kettmann,Malvasia Bianca
89,24,California,Solano County,North Coast,Jim Gordon,Tannat
87,24,California,Central Coast,Central Coast,Matt Kettmann,Alicante Bouschet
87,24,California,Napa Valley,Napa,Virginie Boone,Sauvignon Blanc
90,24,California,Dry Creek Valley,Sonoma,Virginie Boone,Sauvignon Blanc
91,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Petit Verdot
87,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Malbec
90,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Sauvignon Blanc
89,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
87,24,California,Santa Maria Valley,Central Coast,Matt Kettmann,Albariño
88,24,California,Monterey County,Central Coast,Matt Kettmann,Chardonnay
90,24,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Rhône-style Red Blend
88,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Riesling
88,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,Sangiovese
89,24,California,Templeton Gap District,Central Coast,Matt Kettmann,Tempranillo
90,24,California,Santa Barbara County,Central Coast,Matt Kettmann,Riesling
84,24,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,Merlot
86,24,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Chardonnay
90,24,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,Grenache
84,24,California,Calistoga,Napa,Virginie Boone,Sauvignon Blanc
84,24,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Roussanne
92,24,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,Riesling
88,24,California,California,California Other,Jim Gordon,White Blend
88,24,California,Sonoma Coast,Sonoma,Virginie Boone,Sauvignon Blanc-Semillon
85,24,California,Cienega Valley,Central Coast,Matt Kettmann,Red Blend
86,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Noir
83,24,Oregon,Willamette Valley,Willamette Valley,Michael Schachner,Pinot Noir
82,24,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,Red Blend
90,24,California,Santa Clara Valley,Central Coast,Matt Kettmann,Rhône-style White Blend
91,24,California,Lodi,Central Valley,Virginie Boone,Zinfandel
89,24,California,Oakville,Napa,Virginie Boone,Merlot
93,24,California,Calistoga,Napa,Virginie Boone,Sauvignon Blanc
88,24,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,Red Blend
90,24,California,Santa Ynez Valley,Central Coast,Matt Kettmann,Rhône-style White Blend
92,24,California,Central Coast,Central Coast,Matt Kettmann,Rhône-style White Blend
90,24,Washington,Washington,Washington Other,Sean P. Sullivan,Red Blend
87,24,California,Alta Mesa,Central Valley,Jim Gordon,Souzao
88,24,Oregon,Oregon,Oregon Other,Paul Gregutt,Chardonnay
90,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
92,24,California,Sonoma Coast,Sonoma,Virginie Boone,Chardonnay
82,24,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,Pinot Noir
87,24,California,Napa Valley,Napa,Virginie Boone,Chardonnay
85,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Gamay Noir
87,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,White Blend
91,24,California,Sierra Foothills,Sierra Foothills,Jim Gordon,Sangiovese
91,24,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,Pinot Gris
86,24,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,Sauvignon Blanc-Semillon
91,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,Petite Sirah
85,24,California,Fair Play,Sierra Foothills,Jim Gordon,Merlot
82,24,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,Syrah
87,24,California,Sonoma County,Sonoma,Virginie Boone,Cabernet Sauvignon
89,24,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,White Blend
89,24,California,Carneros,Napa-Sonoma,Virginie Boone,Chardonnay
89,24,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Riesling
86,24,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,Chardonnay
94,24,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,Riesling
88,24,California,Russian River Valley,Sonoma,Virginie Boone,Chardonnay
87,24,California,Santa Clara Valley,Central Coast,Virginie Boone,Merlot
90,24,California,Amador County,Sierra Foothills,Virginie Boone,Primitivo
90,24,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,Syrah
89,24,California,Sonoma County,Sonoma,Jim Gordon,White Blend
84,24,California,Clements Hills,Central Valley,Jim Gordon,Cabernet Sauvignon
85,24,California,Napa Valley,Napa,Virginie Boone,Pinot Grigio
90,24,California,Napa Valley,Napa,Virginie Boone,Sauvignon Blanc
88,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,Red Blend
88,24,California,Suisun Valley,North Coast,Jim Gordon,Malvasia Bianca
88,24,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,Riesling
84,24,California,Livermore Valley,Central Coast,Virginie Boone,Syrah
88,24,California,North Coast,North Coast,Jim Gordon,Cabernet Sauvignon
90,24,California,Paso Robles,Central Coast,Matt Kettmann,Zinfandel
86,24,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,Vermentino
