region,edad,estado_civil,ingreso_mensual,fact_exp
Región de Coquimbo,33,Soltero(a),240000,145
Región del Biobío,48,Conviviente o pareja sin acuerdo de unión civil,301000,68
Región de Valparaíso,37,Casado(a),750000,22
Región Metropolitana de Santiago,66,Casado(a),350000,121
Región Metropolitana de Santiago,32,Conviviente o pareja sin acuerdo de unión civil,750000,259
Región de Aysén del Gral. Carlos Ibáñez del Campo,58,Soltero(a),320000,12
Región Metropolitana de Santiago,56,Casado(a),398000,157
Región Metropolitana de Santiago,47,Conviviente o pareja sin acuerdo de unión civil,2800000,289
Región de Los Lagos,55,Viudo(a),150000,106
Región del Biobío,38,Casado(a),320000,27
Región de Valparaíso,59,Viudo(a),40000,49
Región del Maule,49,Soltero(a),325000,109
Región de Los Lagos,49,Casado(a),320000,48
Región del Libertador Gral. Bernardo O'Higgins,21,Soltero(a),380000,91
Región de Los Ríos,37,Conviviente o pareja sin acuerdo de unión civil,370000,32
Región Metropolitana de Santiago,23,Soltero(a),390000,280
Región de Los Lagos,44,Casado(a),350000,47
Región de Aysén del Gral. Carlos Ibáñez del Campo,28,Conviviente o pareja sin acuerdo de unión civil,1600000,18
Región del Maule,53,Soltero(a),510000,64
Región de Magallanes y de la Antártica Chilena,56,Casado(a),301000,42
Región del Biobío,54,Casado(a),250000,82
Región de Valparaíso,35,Conviviente o pareja sin acuerdo de unión civil,650000,61
Región Metropolitana de Santiago,38,Soltero(a),80000,144
Región de Valparaíso,23,Conviviente o pareja sin acuerdo de unión civil,325000,60
Región del Biobío,60,Casado(a),240000,57
Región del Libertador Gral. Bernardo O'Higgins,26,Conviviente o pareja sin acuerdo de unión civil,450000,44
Región de Valparaíso,56,Divorciado (a),528000,119
Región de Valparaíso,38,Casado(a),1500000,77
Región de Tarapacá,33,Conviviente o pareja sin acuerdo de unión civil,325000,81
Región de Valparaíso,41,Soltero(a),120000,95
Región Metropolitana de Santiago,26,Soltero(a),340000,250
Región Metropolitana de Santiago,23,Soltero(a),180000,176
Región de Antofagasta,33,Conviviente o pareja sin acuerdo de unión civil,650000,80
Región del Maule,28,Conviviente o pareja sin acuerdo de unión civil,320000,53
Región de Los Ríos,48,Separado(a),650000,32
Región del Libertador Gral. Bernardo O'Higgins,40,Soltero(a),320000,55
Región de Los Ríos,62,Casado(a),350000,26
Región de La Araucanía,49,Separado(a),530000,90
Región de La Araucanía,49,Soltero(a),750000,102
Región Metropolitana de Santiago,40,Conviviente o pareja sin acuerdo de unión civil,385000,166
Región del Maule,23,Conviviente o pareja sin acuerdo de unión civil,225000,58
Región de Los Ríos,30,Soltero(a),710000,42
Región del Maule,57,Separado(a),491000,157
Región de La Araucanía,22,Soltero(a),350000,132
Región de Arica y Parinacota,33,Conviviente o pareja sin acuerdo de unión civil,280000,24
Región de Aysén del Gral. Carlos Ibáñez del Campo,48,Separado(a),340000,19
Región de Valparaíso,63,Casado(a),270000,81
Región del Biobío,23,Soltero(a),179000,74
Región de Valparaíso,39,Conviviente o pareja sin acuerdo de unión civil,619000,80
Región Metropolitana de Santiago,58,Casado(a),120000,208
Región de La Araucanía,25,Conviviente o pareja sin acuerdo de unión civil,30000,92
Región de Ñuble,41,Soltero(a),320000,62
Región de Antofagasta,38,Conviviente civil (con acuerdo de unión civil),750000,104
Región de Valparaíso,36,Soltero(a),450000,94
Región del Biobío,33,Casado(a),450000,40
Región Metropolitana de Santiago,66,Viudo(a),250000,189
Región Metropolitana de Santiago,43,Casado(a),650000,201
Región de La Araucanía,40,Soltero(a),326000,56
Región del Maule,36,Casado(a),470000,110
Región Metropolitana de Santiago,22,Soltero(a),160000,253
Región Metropolitana de Santiago,52,Conviviente o pareja sin acuerdo de unión civil,315000,419
Región de La Araucanía,36,Casado(a),280000,32
Región Metropolitana de Santiago,33,Soltero(a),360000,245
Región del Libertador Gral. Bernardo O'Higgins,37,Casado(a),1100000,51
Región de Valparaíso,55,Casado(a),450000,83
Región de Arica y Parinacota,34,Soltero(a),320000,29
Región del Maule,41,Viudo(a),359000,62
Región de Antofagasta,40,Casado(a),1500000,53
Región del Maule,57,Casado(a),320000,80
Región de Atacama,27,Conviviente o pareja sin acuerdo de unión civil,410000,55
Región del Libertador Gral. Bernardo O'Higgins,57,Conviviente o pareja sin acuerdo de unión civil,320000,63
Región de Ñuble,26,Conviviente o pareja sin acuerdo de unión civil,90000,84
Región Metropolitana de Santiago,59,Casado(a),240000,162
Región de Tarapacá,36,Casado(a),1500000,53
Región del Libertador Gral. Bernardo O'Higgins,21,Soltero(a),310000,19
Región del Maule,39,Casado(a),2500000,104
Región del Biobío,36,Conviviente o pareja sin acuerdo de unión civil,960000,88
Región de Ñuble,62,Casado(a),310000,81
Región del Maule,51,Soltero(a),750000,107
Región de Ñuble,34,Casado(a),930000,32
Región del Libertador Gral. Bernardo O'Higgins,28,Casado(a),650000,64
Región de Los Ríos,29,Conviviente o pareja sin acuerdo de unión civil,320000,43
Región de Valparaíso,51,Soltero(a),1900000,85
Región del Biobío,50,Conviviente o pareja sin acuerdo de unión civil,325000,97
Región Metropolitana de Santiago,47,Soltero(a),360000,153
Región de La Araucanía,36,Casado(a),1072000,32
Región de Antofagasta,32,Casado(a),1600000,921
Región de Magallanes y de la Antártica Chilena,41,Soltero(a),1500000,32
Región de Valparaíso,37,Soltero(a),360000,78
Región de Valparaíso,37,Soltero(a),420000,51
Región de Los Ríos,28,Soltero(a),250000,52
Región Metropolitana de Santiago,40,Conviviente o pareja sin acuerdo de unión civil,320000,197
Región del Maule,54,Conviviente o pareja sin acuerdo de unión civil,330000,55
Región de Valparaíso,27,Soltero(a),326000,31
Región de Valparaíso,76,Conviviente o pareja sin acuerdo de unión civil,190000,25
Región de Tarapacá,40,Casado(a),750000,263
Región del Biobío,22,Soltero(a),10000,37
Región de Aysén del Gral. Carlos Ibáñez del Campo,53,Soltero(a),350000,34
Región del Libertador Gral. Bernardo O'Higgins,33,Conviviente o pareja sin acuerdo de unión civil,320000,73
Región de Aysén del Gral. Carlos Ibáñez del Campo,51,Separado(a),301000,18
Región de Los Lagos,26,Conviviente o pareja sin acuerdo de unión civil,50000,12
Región de Valparaíso,61,Casado(a),350000,231
Región de Magallanes y de la Antártica Chilena,66,Soltero(a),172000,24
Región de Arica y Parinacota,34,Casado(a),670000,26
Región Metropolitana de Santiago,25,Conviviente o pareja sin acuerdo de unión civil,25000,247
Región de Atacama,64,Casado(a),450000,33
Región de Magallanes y de la Antártica Chilena,27,Soltero(a),310000,35
Región Metropolitana de Santiago,27,Soltero(a),320000,420
Región de Valparaíso,43,Casado(a),260000,231
Región de Arica y Parinacota,48,Casado(a),2090000,23
Región de Antofagasta,21,Soltero(a),350000,95
Región de Atacama,39,Soltero(a),320000,36
Región de Valparaíso,50,Soltero(a),417000,45
Región del Libertador Gral. Bernardo O'Higgins,41,Soltero(a),1250000,56
Región del Libertador Gral. Bernardo O'Higgins,46,Casado(a),480000,171
Región de Los Lagos,55,Conviviente o pareja sin acuerdo de unión civil,77000,58
Región de Arica y Parinacota,32,Conviviente o pareja sin acuerdo de unión civil,750000,20
Región de Antofagasta,36,Soltero(a),420000,36
Región Metropolitana de Santiago,31,Casado(a),1230000,236
Región de Valparaíso,56,Conviviente o pareja sin acuerdo de unión civil,450000,130
Región de Arica y Parinacota,51,Soltero(a),270000,26
Región de Magallanes y de la Antártica Chilena,57,Casado(a),130000,27
Región Metropolitana de Santiago,30,Conviviente o pareja sin acuerdo de unión civil,550000,166
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Soltero(a),750000,20
Región Metropolitana de Santiago,24,Soltero(a),310000,187
Región de Coquimbo,35,Conviviente o pareja sin acuerdo de unión civil,380000,968
Región de Coquimbo,36,Soltero(a),850000,14
Región de La Araucanía,33,Casado(a),850000,28
Región del Libertador Gral. Bernardo O'Higgins,48,Casado(a),350000,26
Región de Los Ríos,37,Casado(a),280000,70
Región de Valparaíso,27,Conviviente o pareja sin acuerdo de unión civil,1800000,82
Región Metropolitana de Santiago,29,Soltero(a),2300000,354
Región de Antofagasta,59,Casado(a),1700000,56
Región Metropolitana de Santiago,30,Soltero(a),1300000,58
Región de Valparaíso,44,Soltero(a),419000,79
Región de Arica y Parinacota,48,Casado(a),1400000,20
Región de Coquimbo,34,Conviviente o pareja sin acuerdo de unión civil,320000,60
Región del Biobío,28,Soltero(a),1102000,119
Región del Maule,28,Soltero(a),310000,207
Región de Coquimbo,27,Soltero(a),415000,84
Región del Biobío,52,Casado(a),420000,219
Región del Biobío,47,Conviviente o pareja sin acuerdo de unión civil,450000,82
Región de Antofagasta,34,Casado(a),1500000,45
Región de Los Lagos,52,Casado(a),420000,120
Región del Libertador Gral. Bernardo O'Higgins,25,Soltero(a),550000,60
Región Metropolitana de Santiago,53,Casado(a),320000,163
Región de Valparaíso,47,Conviviente o pareja sin acuerdo de unión civil,320000,111
Región de Aysén del Gral. Carlos Ibáñez del Campo,37,Conviviente o pareja sin acuerdo de unión civil,1030000,33
Región de Valparaíso,57,Casado(a),1300000,129
Región de Atacama,52,Separado(a),331000,34
Región del Libertador Gral. Bernardo O'Higgins,52,Conviviente o pareja sin acuerdo de unión civil,310000,51
Región de Coquimbo,36,Conviviente o pareja sin acuerdo de unión civil,350000,102
Región de Los Lagos,43,Casado(a),214000,102
Región de La Araucanía,25,Soltero(a),60000,81
Región de La Araucanía,35,Soltero(a),350000,94
Región de Antofagasta,52,Soltero(a),320000,63
Región de Valparaíso,33,Soltero(a),440000,124
Región Metropolitana de Santiago,30,Casado(a),1480000,249
Región del Libertador Gral. Bernardo O'Higgins,29,Soltero(a),360000,57
Región Metropolitana de Santiago,32,Casado(a),2800000,78
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Conviviente o pareja sin acuerdo de unión civil,1036000,18
Región del Biobío,37,Casado(a),230000,73
Región Metropolitana de Santiago,33,Conviviente o pareja sin acuerdo de unión civil,1600000,448
Región de Los Lagos,35,Conviviente o pareja sin acuerdo de unión civil,350000,77
Región de Tarapacá,41,Conviviente o pareja sin acuerdo de unión civil,450000,40
Región de La Araucanía,37,Casado(a),550000,46
Región Metropolitana de Santiago,32,Conviviente o pareja sin acuerdo de unión civil,1300000,137
Región de Ñuble,48,Casado(a),80000,71
Región Metropolitana de Santiago,30,Soltero(a),380000,134
Región de Los Ríos,29,Conviviente o pareja sin acuerdo de unión civil,380000,57
Región de Los Lagos,32,Soltero(a),950000,73
Región del Maule,58,Divorciado (a),430000,71
Región de Tarapacá,71,Conviviente o pareja sin acuerdo de unión civil,330000,44
Región de La Araucanía,38,Soltero(a),245000,104
Región Metropolitana de Santiago,52,Divorciado (a),320000,149
Región Metropolitana de Santiago,55,Casado(a),1600000,150
Región del Libertador Gral. Bernardo O'Higgins,60,Casado(a),319000,88
Región Metropolitana de Santiago,41,Conviviente o pareja sin acuerdo de unión civil,650000,183
Región de Ñuble,23,Soltero(a),220000,87
Región Metropolitana de Santiago,52,Conviviente o pareja sin acuerdo de unión civil,1600000,100
Región Metropolitana de Santiago,33,Soltero(a),1400000,688
Región de Valparaíso,41,Casado(a),1300000,91
Región de Los Ríos,34,Conviviente o pareja sin acuerdo de unión civil,319000,26
Región de Magallanes y de la Antártica Chilena,58,Conviviente o pareja sin acuerdo de unión civil,650000,32
Región del Maule,47,Casado(a),512000,71
Región de Aysén del Gral. Carlos Ibáñez del Campo,40,Soltero(a),160000,15
Región de Magallanes y de la Antártica Chilena,38,Soltero(a),120000,28
Región de La Araucanía,45,Soltero(a),70000,56
Región Metropolitana de Santiago,36,Casado(a),320000,273
Región de Los Ríos,35,Soltero(a),1300000,55
Región de Los Lagos,29,Casado(a),850000,72
Región Metropolitana de Santiago,49,Casado(a),320000,243
Región de Magallanes y de la Antártica Chilena,36,Soltero(a),580000,34
Región de Atacama,21,Soltero(a),250000,45
Región Metropolitana de Santiago,48,Casado(a),280000,294
Región del Libertador Gral. Bernardo O'Higgins,49,Casado(a),390000,79
Región de Valparaíso,27,Soltero(a),260000,114
Región Metropolitana de Santiago,22,Conviviente o pareja sin acuerdo de unión civil,326000,223
Región de Valparaíso,53,Conviviente o pareja sin acuerdo de unión civil,320000,144
Región de Atacama,35,Conviviente o pareja sin acuerdo de unión civil,1500000,41
Región de La Araucanía,47,Soltero(a),242000,40
Región de Tarapacá,34,Conviviente o pareja sin acuerdo de unión civil,110000,82
Región de La Araucanía,59,Separado(a),450000,48
Región de Aysén del Gral. Carlos Ibáñez del Campo,41,Conviviente o pareja sin acuerdo de unión civil,450000,19
Región Metropolitana de Santiago,37,Casado(a),450000,162
Región Metropolitana de Santiago,36,Conviviente o pareja sin acuerdo de unión civil,980000,275
Región de Los Ríos,48,Conviviente o pareja sin acuerdo de unión civil,150000,43
Región de Magallanes y de la Antártica Chilena,33,Soltero(a),301000,42
Región de Coquimbo,49,Casado(a),335000,92
Región Metropolitana de Santiago,66,Viudo(a),160000,366
Región de Antofagasta,35,Soltero(a),1800000,85
Región de La Araucanía,55,Conviviente o pareja sin acuerdo de unión civil,280000,79
Región de Tarapacá,38,Soltero(a),1600000,47
Región Metropolitana de Santiago,37,Soltero(a),1500000,1360
Región Metropolitana de Santiago,40,Soltero(a),320000,121
Región de Valparaíso,35,Soltero(a),558000,135
Región Metropolitana de Santiago,40,Casado(a),360000,374
Región del Biobío,21,Conviviente o pareja sin acuerdo de unión civil,390000,15
Región Metropolitana de Santiago,52,Soltero(a),80000,225
Región de Los Ríos,47,Casado(a),2200000,176
Región Metropolitana de Santiago,64,Soltero(a),120000,330
Región de Coquimbo,69,Casado(a),257000,95
Región del Maule,29,Separado(a),350000,87
Región de Los Ríos,24,Conviviente o pareja sin acuerdo de unión civil,260000,52
Región de Atacama,52,Casado(a),520000,53
Región del Maule,53,Casado(a),350000,31
Región de Tarapacá,30,Conviviente o pareja sin acuerdo de unión civil,270000,60
Región Metropolitana de Santiago,34,Conviviente o pareja sin acuerdo de unión civil,1100000,174
Región de Magallanes y de la Antártica Chilena,52,Casado(a),320500,30
Región Metropolitana de Santiago,41,Separado(a),560000,184
Región de Antofagasta,26,Conviviente o pareja sin acuerdo de unión civil,482000,113
Región de Los Lagos,44,Conviviente o pareja sin acuerdo de unión civil,1400000,88
Región de Valparaíso,47,Casado(a),320000,86
Región de Antofagasta,64,Casado(a),1200000,85
Región de Tarapacá,34,Soltero(a),350000,33
Región de Magallanes y de la Antártica Chilena,39,Conviviente o pareja sin acuerdo de unión civil,1400000,28
Región de La Araucanía,18,Soltero(a),120000,52
Región del Biobío,59,Casado(a),650000,64
Región de Tarapacá,47,Soltero(a),470000,27
Región de Coquimbo,52,Conviviente o pareja sin acuerdo de unión civil,320000,57
Región Metropolitana de Santiago,30,Conviviente o pareja sin acuerdo de unión civil,1700000,149
Región del Libertador Gral. Bernardo O'Higgins,35,Casado(a),350000,57
Región del Libertador Gral. Bernardo O'Higgins,26,Conviviente o pareja sin acuerdo de unión civil,950000,60
Región del Biobío,23,Soltero(a),309000,113
Región del Biobío,62,Casado(a),1600000,48
Región de Antofagasta,54,Casado(a),310000,34
Región de Atacama,39,Separado(a),550000,50
Región de Los Ríos,68,Casado(a),310000,69
Región del Biobío,30,Conviviente o pareja sin acuerdo de unión civil,320000,102
Región del Libertador Gral. Bernardo O'Higgins,43,Soltero(a),96000,55
Región de Coquimbo,65,Conviviente o pareja sin acuerdo de unión civil,320000,103
Región del Biobío,34,Soltero(a),174000,70
Región de Antofagasta,29,Conviviente o pareja sin acuerdo de unión civil,1600000,56
Región de Los Ríos,29,Soltero(a),850000,65
Región del Libertador Gral. Bernardo O'Higgins,45,Conviviente o pareja sin acuerdo de unión civil,420000,47
Región de Los Lagos,42,Conviviente o pareja sin acuerdo de unión civil,1600000,109
Región del Maule,48,Soltero(a),255000,65
Región de Ñuble,52,Soltero(a),245000,17
Región del Biobío,55,Soltero(a),120000,76
Región Metropolitana de Santiago,52,Separado(a),850000,129
Región de Tarapacá,46,Conviviente o pareja sin acuerdo de unión civil,350000,46
Región de La Araucanía,43,Conviviente o pareja sin acuerdo de unión civil,306000,44
Región Metropolitana de Santiago,53,Casado(a),380000,121
Región Metropolitana de Santiago,34,Soltero(a),1500000,190
Región de Los Lagos,29,Conviviente o pareja sin acuerdo de unión civil,450000,112
Región de Aysén del Gral. Carlos Ibáñez del Campo,47,Conviviente o pareja sin acuerdo de unión civil,320000,14
Región de La Araucanía,34,Soltero(a),310000,96
Región de Los Lagos,24,Soltero(a),320000,46
Región de Atacama,27,Soltero(a),320000,30
Región de La Araucanía,65,Casado(a),380000,187
Región de Valparaíso,38,Casado(a),2500000,88
Región de Aysén del Gral. Carlos Ibáñez del Campo,37,Soltero(a),275000,18
Región Metropolitana de Santiago,35,Conviviente o pareja sin acuerdo de unión civil,1300000,271
Región Metropolitana de Santiago,52,Casado(a),2500000,100
Región del Maule,54,Casado(a),301000,68
Región Metropolitana de Santiago,21,Soltero(a),350000,232
Región de Los Lagos,43,Conviviente o pareja sin acuerdo de unión civil,320000,46
Región de La Araucanía,27,Soltero(a),320000,110
Región Metropolitana de Santiago,64,Casado(a),540000,238
Región de Coquimbo,46,Soltero(a),1500000,132
Región de Valparaíso,35,Soltero(a),750000,199
Región del Biobío,58,Casado(a),420000,116
Región de Ñuble,26,Soltero(a),360000,73
Región Metropolitana de Santiago,61,Conviviente o pareja sin acuerdo de unión civil,1500000,272
Región de Valparaíso,34,Divorciado (a),280088,37
Región del Biobío,74,Soltero(a),97500,89
Región de Los Lagos,57,Conviviente o pareja sin acuerdo de unión civil,250000,50
Región de Atacama,38,Soltero(a),130000,19
Región de Ñuble,35,Soltero(a),325000,80
Región de La Araucanía,41,Conviviente o pareja sin acuerdo de unión civil,270000,76
Región del Libertador Gral. Bernardo O'Higgins,45,Conviviente o pareja sin acuerdo de unión civil,360000,70
Región Metropolitana de Santiago,41,Soltero(a),2400000,362
Región Metropolitana de Santiago,32,Soltero(a),650000,235
Región del Maule,26,Casado(a),145000,83
Región del Biobío,29,Soltero(a),320000,90
Región de Coquimbo,44,Casado(a),320000,179
Región de Ñuble,43,Casado(a),250000,81
Región de Ñuble,51,Soltero(a),260000,322
Región de La Araucanía,29,Separado(a),301000,61
Región de Arica y Parinacota,63,Casado(a),450000,28
Región Metropolitana de Santiago,27,Soltero(a),450000,246
Región de Los Lagos,39,Conviviente o pareja sin acuerdo de unión civil,305000,34
Región del Maule,34,Divorciado (a),1300000,70
Región del Biobío,50,Soltero(a),320000,130
Región de Valparaíso,55,Conviviente o pareja sin acuerdo de unión civil,450000,76
Región Metropolitana de Santiago,54,Separado(a),320000,209
Región de Atacama,48,Casado(a),1400000,53
Región del Biobío,44,Soltero(a),650000,86
Región de Ñuble,36,Conviviente o pareja sin acuerdo de unión civil,180000,79
Región de Los Lagos,40,Conviviente o pareja sin acuerdo de unión civil,350000,26
Región del Maule,38,Casado(a),380000,80
Región de Arica y Parinacota,24,Conviviente o pareja sin acuerdo de unión civil,340000,32
Región Metropolitana de Santiago,32,Casado(a),190000,237
Región de Coquimbo,40,Separado(a),450000,77
Región del Libertador Gral. Bernardo O'Higgins,37,Conviviente o pareja sin acuerdo de unión civil,320000,100
Región de Antofagasta,65,Casado(a),380000,11
Región del Libertador Gral. Bernardo O'Higgins,49,Casado(a),320000,62
Región del Biobío,61,Casado(a),320000,115
Región de Magallanes y de la Antártica Chilena,50,Casado(a),1500000,41
Región de Tarapacá,43,Conviviente o pareja sin acuerdo de unión civil,2400000,53
Región Metropolitana de Santiago,48,Soltero(a),780000,237
Región del Biobío,47,Soltero(a),350000,97
Región del Maule,33,Casado(a),380000,108
Región Metropolitana de Santiago,63,Casado(a),1800000,100
Región de Ñuble,58,Casado(a),340000,51
Región del Maule,27,Conviviente o pareja sin acuerdo de unión civil,450000,61
Región de Valparaíso,30,Soltero(a),360000,110
Región de Tarapacá,25,Conviviente o pareja sin acuerdo de unión civil,430000,39
Región Metropolitana de Santiago,34,Casado(a),1800000,124
Región Metropolitana de Santiago,26,Soltero(a),750000,220
Región de Antofagasta,55,Casado(a),750000,98
Región de Valparaíso,37,Casado(a),770000,65
Región de Los Lagos,55,Soltero(a),36000,74
Región de Tarapacá,24,Soltero(a),450000,66
Región de Antofagasta,51,Soltero(a),320000,100
Región del Libertador Gral. Bernardo O'Higgins,44,Conviviente o pareja sin acuerdo de unión civil,480000,80
Región de Aysén del Gral. Carlos Ibáñez del Campo,22,Soltero(a),450000,15
Región de Tarapacá,48,Casado(a),2500000,82
Región Metropolitana de Santiago,43,Conviviente o pareja sin acuerdo de unión civil,750000,465
Región de Los Ríos,60,Casado(a),250000,37
Región de Valparaíso,24,Soltero(a),130000,126
Región Metropolitana de Santiago,40,Casado(a),380000,193
Región Metropolitana de Santiago,68,Casado(a),250000,284
Región del Biobío,33,Casado(a),30000,54
Región de Arica y Parinacota,36,Soltero(a),1100000,11
Región Metropolitana de Santiago,46,Soltero(a),650000,298
Región Metropolitana de Santiago,50,Separado(a),212000,304
Región de La Araucanía,52,Casado(a),670000,80
Región del Biobío,26,Soltero(a),870000,82
Región de Tarapacá,49,Casado(a),1500000,46
Región de Valparaíso,43,Casado(a),3800000,103
Región de Antofagasta,34,Soltero(a),320000,96
Región de Magallanes y de la Antártica Chilena,21,Soltero(a),320000,25
Región Metropolitana de Santiago,49,Casado(a),3500000,58
Región del Libertador Gral. Bernardo O'Higgins,52,Conviviente o pareja sin acuerdo de unión civil,250000,62
Región Metropolitana de Santiago,31,Soltero(a),350000,183
Región de Valparaíso,36,Casado(a),1300000,79
Región Metropolitana de Santiago,62,Casado(a),410000,293
Región de La Araucanía,29,Soltero(a),320000,48
Región Metropolitana de Santiago,66,Casado(a),320000,173
Región de Arica y Parinacota,43,Conviviente o pareja sin acuerdo de unión civil,1500000,46
Región de Atacama,39,Casado(a),1200000,33
Región de Ñuble,31,Separado(a),40000,40
Región de Ñuble,59,Separado(a),350000,42
Región de Valparaíso,29,Soltero(a),450000,131
Región del Biobío,62,Casado(a),370000,87
Región Metropolitana de Santiago,27,Soltero(a),640000,187
Región de Los Ríos,38,Casado(a),420000,40
Región Metropolitana de Santiago,50,Casado(a),425000,118
Región de Valparaíso,43,Conviviente o pareja sin acuerdo de unión civil,384000,61
Región del Maule,26,Soltero(a),340000,32
Región Metropolitana de Santiago,30,Conviviente o pareja sin acuerdo de unión civil,1100000,109
Región Metropolitana de Santiago,29,Soltero(a),350000,146
Región de Valparaíso,29,Soltero(a),301000,133
Región de Valparaíso,49,Soltero(a),250000,83
Región de Los Ríos,33,Conviviente o pareja sin acuerdo de unión civil,730000,38
Región de Atacama,40,Conviviente o pareja sin acuerdo de unión civil,410000,30
Región del Libertador Gral. Bernardo O'Higgins,34,Casado(a),2800000,172
Región Metropolitana de Santiago,37,Casado(a),680000,257
Región de Magallanes y de la Antártica Chilena,29,Soltero(a),540000,26
Región Metropolitana de Santiago,37,Casado(a),1800000,192
Región Metropolitana de Santiago,46,Casado(a),360000,255
Región Metropolitana de Santiago,33,Casado(a),960000,121
Región de Los Ríos,35,Soltero(a),450000,21
Región de Los Ríos,53,Soltero(a),550000,26
Región de Coquimbo,29,Conviviente o pareja sin acuerdo de unión civil,450000,58
Región Metropolitana de Santiago,39,Separado(a),340000,142
Región de Arica y Parinacota,61,Separado(a),850000,38
Región de Coquimbo,44,Casado(a),420000,87
Región Metropolitana de Santiago,39,Conviviente o pareja sin acuerdo de unión civil,2500000,203
Región del Libertador Gral. Bernardo O'Higgins,35,Soltero(a),350000,100
Región de Los Lagos,37,Conviviente o pareja sin acuerdo de unión civil,1500000,87
Región del Maule,42,Soltero(a),328000,72
Región de Los Lagos,55,Soltero(a),432000,76
Región Metropolitana de Santiago,60,Conviviente o pareja sin acuerdo de unión civil,1400000,146
Región Metropolitana de Santiago,58,Divorciado (a),560000,205
Región de Valparaíso,29,Soltero(a),340000,97
Región del Biobío,21,Soltero(a),33000,118
Región de Valparaíso,30,Casado(a),350000,89
Región del Maule,31,Soltero(a),15000,77
Región Metropolitana de Santiago,24,Conviviente o pareja sin acuerdo de unión civil,450000,267
Región de Atacama,67,Casado(a),440000,62
Región de Antofagasta,35,Conviviente o pareja sin acuerdo de unión civil,1200000,107
Región Metropolitana de Santiago,28,Casado(a),834000,171
Región del Maule,41,Separado(a),70000,82
Región Metropolitana de Santiago,52,Divorciado (a),3200000,237
Región de Antofagasta,54,Separado(a),385000,59
Región Metropolitana de Santiago,55,Conviviente o pareja sin acuerdo de unión civil,1100000,164
Región de Tarapacá,31,Casado(a),1500000,31
Región de La Araucanía,33,Soltero(a),320000,49
Región de Tarapacá,30,Soltero(a),320000,33
Región Metropolitana de Santiago,40,Casado(a),1200000,215
Región de Valparaíso,55,Soltero(a),350000,49
Región del Biobío,46,Casado(a),320000,84
Región de Magallanes y de la Antártica Chilena,49,Casado(a),1500000,61
Región de Los Lagos,54,Soltero(a),290000,100
Región de Coquimbo,59,Casado(a),450000,144
Región del Maule,43,Soltero(a),387000,68
Región del Libertador Gral. Bernardo O'Higgins,37,Conviviente o pareja sin acuerdo de unión civil,320000,52
Región de Los Ríos,65,Soltero(a),770000,45
Región de Coquimbo,55,Casado(a),350000,294
Región de Aysén del Gral. Carlos Ibáñez del Campo,53,Soltero(a),318000,15
Región de Antofagasta,59,Separado(a),320000,78
Región de Los Ríos,59,Casado(a),280000,34
Región de Arica y Parinacota,49,Separado(a),430000,30
Región del Maule,62,Casado(a),180000,69
Región de Tarapacá,19,Soltero(a),60000,46
Región del Biobío,25,Soltero(a),335000,68
Región Metropolitana de Santiago,63,Soltero(a),314000,141
Región de Ñuble,32,Conviviente o pareja sin acuerdo de unión civil,350000,55
Región del Biobío,37,Casado(a),1200000,74
Región de Magallanes y de la Antártica Chilena,43,Separado(a),420000,23
Región de Atacama,31,Casado(a),1700000,49
Región del Libertador Gral. Bernardo O'Higgins,27,Soltero(a),360000,42
Región Metropolitana de Santiago,34,Casado(a),370000,85
Región Metropolitana de Santiago,44,Conviviente o pareja sin acuerdo de unión civil,550000,191
Región de Atacama,20,Soltero(a),280000,25
Región del Biobío,26,Soltero(a),105000,95
Región de Valparaíso,56,Casado(a),250000,151
Región Metropolitana de Santiago,28,Soltero(a),520000,163
Región de Coquimbo,63,Soltero(a),380000,81
Región de Los Lagos,51,Casado(a),620000,102
Región Metropolitana de Santiago,47,Soltero(a),850000,348
Región de Magallanes y de la Antártica Chilena,44,Casado(a),320000,37
Región de Atacama,53,Soltero(a),350000,65
Región de Los Lagos,24,Soltero(a),320000,88
Región de Los Ríos,40,Conviviente o pareja sin acuerdo de unión civil,311000,36
Región del Libertador Gral. Bernardo O'Higgins,30,Soltero(a),380000,81
Región de Los Ríos,47,Soltero(a),252000,28
Región de Antofagasta,55,Separado(a),430000,69
Región Metropolitana de Santiago,52,Soltero(a),1500000,87
Región del Libertador Gral. Bernardo O'Higgins,57,Casado(a),2400000,52
Región del Maule,47,Casado(a),1500000,95
Región de Valparaíso,49,Conviviente o pareja sin acuerdo de unión civil,150000,67
Región del Maule,65,Casado(a),320000,82
Región de Los Ríos,25,Soltero(a),320000,26
Región de Los Ríos,22,Soltero(a),320000,44
Región del Maule,57,Casado(a),150000,70
Región de Arica y Parinacota,27,Conviviente o pareja sin acuerdo de unión civil,320000,58
Región Metropolitana de Santiago,59,Conviviente o pareja sin acuerdo de unión civil,320000,149
Región del Maule,47,Separado(a),120000,86
Región de Coquimbo,22,Soltero(a),320000,88
Región de Atacama,30,Casado(a),320000,45
Región del Biobío,56,Casado(a),1700000,102
Región de Arica y Parinacota,50,Conviviente o pareja sin acuerdo de unión civil,1200000,29
Región de Atacama,36,Soltero(a),250000,47
Región Metropolitana de Santiago,51,Casado(a),320000,212
Región de Los Lagos,43,Casado(a),490000,57
