serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,residential_type,non_use_code,assessor_remarks
17036,2017,03/12/2018,North Stonington,37 OLD COLONY RD,125510,230000,Single Family,07 - Change in Property,SOLD NOVEMBER 2017-DID UPDATES
18201,2018,04/04/2019,Farmington,50 POPLAR BARS RD,4390700,2900000,Single Family,25 - Other,SALE INCLUDES PONDHOUSE & CARETAKER APT (ASSESSMENT INCLUDED IN TOTAL)
170858,2017,07/16/2018,Stratford,207 GROVE ST,231000,225000,Single Family,25 - Other,SALE OF MULTIPLE PARCELS
170007,2017,10/10/2017,Oxford,8 PALMER LA,192900,171000,Single Family,14 - Foreclosure,Ratio way off the chart
170075,2017,03/01/2018,Old Lyme,6 GRASSY HILL RD & BRAMBLE ISL,314300,494000,Single Family,25 - Other,"6 GRASSY HILL RD (A $308,000) BRAMBLE ISL (A $6,300) 2 PARCELS INCLUDED IN SALE  COMBINED SALES $494"
180160,2018,06/06/2019,Ansonia,6 VALENTINE CT,163700,300000,Single Family,07 - Change in Property,BRAND NEW CONSTRUCTION
170013,2017,10/16/2017,Oxford,764 OXFORD RD,137600,170000,Single Family,14 - Foreclosure,Price paid for home does not cover market value
180926,2018,06/27/2019,Danbury,26 E PEMBROKE RD,176100,115000,Single Family,25 - Other,I09026
180126,2018,01/31/2019,Berlin,137 METACOMET DRIVE,243700,240000,Single Family,07 - Change in Property,qualified sale
170962,2017,08/13/2018,Stratford,101 KENWOOD AVE,158900,267500,Single Family,07 - Change in Property,ASSESSED VALUE MAY NOT REFLECT CHANGES TO PROPERTY
171291,2017,07/17/2018,Norwalk,36 RAMPART RD,210430,459000,Single Family,25 - Other,5-74-35-0
180198,2018,11/15/2018,Danbury,7 PADANARAM RD F150,80200,93000,Condo,25 - Other,ASSESSMENT TOO HIGH / H10157-150
170223,2017,06/07/2018,Rocky Hill,9 BIRCH ROAD,110740,120000,Single Family,25 - Other,SALES RATIO TOO HIGH
170447,2017,08/17/2018,Vernon,42 KENNETH DR,157060,50000,Single Family,07 - Change in Property,UNKNOWN REASON
181046,2018,07/23/2019,Danbury,1 RIDGE RD,244100,415000,Single Family,07 - Change in Property,I05013
180652,2018,04/17/2019,Danbury,33 BROAD ST,121400,105000,Single Family,07 - Change in Property,K12211
170625,2017,07/31/2018,Torrington,114 PYTHIAN AVE,115890,77000,Two Family,14 - Foreclosure,2 FAM AND WAREHOUSE
17545,2017,06/27/2018,Newington,39 OLD FARM DRIVE,114250,130000,Single Family,25 - Other,Sale is not an arms length transaction between a willing buyer and a willing seller
18202,2018,12/11/2018,Hartford,67 MARTIN ST,49840,26500,Three Family,07 - Change in Property,MOTIVATED SELLER BELOW MARKET
180138,2018,12/13/2018,Enfield,8 CARL ST,83130,99000,Single Family,25 - Other,CONDITION
1800330,2018,05/06/2019,New Milford,3 ROCKY RIVER RD,117460,220000,Single Family,07 - Change in Property,SALES RATIO
170139,2017,01/17/2018,Vernon,293 TAYLOR ST,92390,65000,Single Family,25 - Other,UNKNOWN REASON
18461,2018,04/17/2019,East Hartford,7 CHEROKEE RD,14000,30000,Single Family,07 - Change in Property,MOBILE HOME
170053,2017,11/06/2017,Vernon,80 GRAND AVE,56750,46500,Two Family,07 - Change in Property,UNKNOWN REASON
17690,2017,09/21/2018,Newington,178 CHURCHILL DRIVE,75990,74500,Condo,25 - Other,Sale is not between a willing buyer and a willing seller
180152,2018,05/02/2019,Cromwell,480 MAIN ST,221130,200000,Single Family,25 - Other,DESIRABLE LOCATION
181054,2018,07/25/2019,Danbury,24 SHERRY LA,192300,430000,Single Family,07 - Change in Property,I10065
170678,2017,07/26/2018,Southington,151 WEST CENTER ST,100760,55000,Two Family,14 - Foreclosure,CONDITION
17610,2017,07/31/2018,Newington,194 MAIN STREET,49580,50000,Condo,25 - Other,Sale is not an arms length transaction between a willing buyer and a willing seller
1800340,2018,05/15/2019,New Milford,51 STANDISH RD,198030,343000,Single Family,25 - Other,SALES RATIO
180981,2018,04/01/2019,Bridgeport,287 JACKSON AVE,98540,120000,Single Family,25 - Other,SOLD BELOW MARKETA VALUE
180557,2018,08/27/2019,Groton,46 A ST,15750,5000,Single Family,07 - Change in Property,sending sales questionnaire
180610,2018,01/17/2019,Bridgeport,155 DIXON ST,160960,125000,Single Family,07 - Change in Property,SOLD BELOW MARKET VALUE
181145,2018,08/19/2019,Danbury,6-8 CLEVELAND ST,230200,475000,Two Family,25 - Other,RATIO TOO LOW / J12126
180027,2018,01/30/2019,Middlefield,27 MARYLAND DR,119500,102000,Single Family,07 - Change in Property,In disrepair. contractor did complete overhaul to dwelling.
170362,2017,04/09/2018,Southington,64 VICKI LN,219340,215000,Single Family,25 - Other,CONDITION
181086,2018,07/31/2019,Danbury,28 WELL AVE,163900,169900,Single Family,25 - Other,RATIO TOO HIGH / G14368
180268,2018,06/03/2019,Berlin,985 NORTON ROAD,199600,335000,Single Family,07 - Change in Property,qualified sale
170129,2017,06/27/2018,Prospect,200 STRAITSVILLE RD,147030,112500,Single Family,25 - Other,RATIO TOO HIGH
180148,2018,10/24/2018,Bridgeport,210 MOFFITT ST,174310,320000,Single Family,07 - Change in Property,NEW CONSTRUCTION
180196,2018,04/16/2019,Guilford,134 OLD QUARRY RD,3871410,7000000,Single Family,25 - Other,SOLD W/ ID# G1000001
180141,2018,11/28/2018,Meriden,82 SMITHFIELD AVE,116270,120100,Single Family,14 - Foreclosure,14
1800046,2018,10/17/2018,New Milford,8 RIDGE RD,334880,250000,Single Family,07 - Change in Property,SALES RATIO
18260,2018,05/21/2019,Farmington,3 JEFFERSON CROSSING,909870,1675000,Single Family,25 - Other,RELOCATION SALE
18170,2018,04/16/2019,Montville,115 MOXLEY RD,90470,55000,Single Family,25 - Other,SALES RATIO
181212,2018,09/04/2019,Danbury,43 LAKE BREEZE DR,19900,45000,Single Family,25 - Other,RATIO TOO LOW / MOBILE HOME / K05120-183
1801047,2018,05/23/2019,Stamford,398 WEST HILL ROAD,442340,645000,Single Family,25 - Other,DEED DATE WITHIN 6 MONTHS OF PRIOR SALE / CONVEY EXEMPT CODE 10
180058,2018,11/09/2018,South Windsor,84 LEXIE LN,147000,264895,Single Family,07 - Change in Property,PUD
1800376,2018,06/06/2019,New Milford,24 FIDDLEHEAD DR,145950,180000,Condo,25 - Other,SALES RATIO
18160188,2018,11/27/2018,Redding,49 DORETHY RD,299800,750000,Single Family,25 - Other,45 & 49 sold together-was exempt property
1800297,2018,04/12/2019,New Milford,791 CANDLEWOOD LK S,190050,175000,Single Family,25 - Other,SALES RATIO
180073,2018,11/20/2018,South Windsor,86 LEXIE LN,160600,217805,Single Family,07 - Change in Property,PUD
18085,2018,01/02/2019,Monroe,324 ELM ST #202B,76000,65000,Single Family,25 - Other,BELOW MKT
1800484,2018,07/30/2019,New Milford,8 FOREST DR,183820,316000,Single Family,25 - Other,SALES RATIO
180415,2018,09/30/2019,Stonington,15 CHURCH ST,444400,555000,Single Family,25 - Other,SALE BY RELOCATION COMPANY
180359,2018,01/03/2019,Danbury,161 POCONO POINT RD,16700,41000,Single Family,25 - Other,RATIO TOO LOW / K05120-101
180411,2018,09/03/2019,Simsbury,8 CARSON WAY,338740,533278,Condo,07 - Change in Property,PUD
180089,2018,08/19/2019,Canterbury,82 BENNETT POND RD,138500,255000,Single Family,07 - Change in Property,"NOT SURE IF USEABLE, SENT LETTER"
180107,2018,01/03/2019,Waterford,17 WOODLAND RD,8040,19000,Single Family,25 - Other,MOBILE HOME
180144,2018,04/26/2019,Cromwell,2121 CROMWELL HILLS DR,50890,87500,Condo,07 - Change in Property,DESIRABLE LOCATION
180178,2018,11/13/2018,Danbury,16 SPRING RIDGE CT,224200,445000,Condo,25 - Other,RATIO TOO LOW / 05021-16
180001,2018,10/01/2018,Danbury,81 DRIFTWAY RD,178100,170000,Single Family,25 - Other,RATIO TOO HIGH / D13042
180042,2018,10/18/2018,Groton,48 & 0 RIVERVIEW AVE,750470,1050000,Single Family,21 - Personal Property Exchange,"2 PARCELS- 48 RIVERVIEW AVE $686,350 & 0 RIVERVIEW AVE $64,120"
180506,2018,02/25/2019,Danbury,49 MAIN ST,123900,380000,Two Family,25 - Other,RATIO TOO LOW / I15322
1800353,2018,05/22/2019,New Milford,252 CHESTNUT LAND RD,197680,140000,Single Family,25 - Other,SALES RATIO
180102,2018,10/23/2018,Danbury,3 CIRCLE DR,179700,329900,Single Family,25 - Other,RATIO TOO LOW / I08082
180446,2018,04/23/2019,Griswold,1601 GLASGO RD,120260,135000,Single Family,14 - Foreclosure,POST FORECLOSURE
1800140,2018,12/14/2018,New Milford,497 CANDLEWOOD LK N,116190,217000,Single Family,07 - Change in Property,SALES RATIO
180173,2018,05/23/2019,Clinton,95 EVERGREEN PK,4600,25000,Single Family,25 - Other,MOBILE HOME ONLY ON LEASED LAND
180566,2018,08/30/2019,Groton,58 EAST SHORE AVE,616000,515000,Single Family,22 - Money and Personal Property,SENDING SALES QUESTIONNAIRE
1800142,2018,12/14/2018,New Milford,41 GAYLORD RD,153510,145000,Single Family,25 - Other,SALES RATIO
180041,2018,05/10/2019,Roxbury,71 MINOR BRIDGE RD,2386900,3269390,Single Family,25 - Other,sale includes 6 parcels
1800159,2018,12/21/2018,New Milford,19 CATHRYN ST,144200,282500,Single Family,07 - Change in Property,SALES RATIO
180674,2018,04/29/2019,Danbury,45 STEVENS ST,162300,315000,Two Family,25 - Other,RATIO TOO LOW / H14283
180244,2018,11/26/2018,Danbury,39 TAMARACK RD,154500,350000,Single Family,25 - Other,RATIO TOO LOW / I10048
1800574,2018,09/20/2019,New Milford,33 ROLLING GLEN DR,179060,308000,Single Family,25 - Other,SALES RATIO
180648,2018,04/16/2019,Danbury,6 ROSE LA #4-34,73300,138000,Condo,07 - Change in Property,RATIO TOO LOW / I09212-34
180188,2018,09/27/2019,Middlebury,26 YALE AVE,162800,140000,Single Family,25 - Other,Colonial
1800275,2018,04/01/2019,New Milford,392 LITCHFIELD RD,228200,80000,Single Family,14 - Foreclosure,SALES RATIO
18166,2018,04/12/2019,Montville,12 AVERY RD,66610,66000,Single Family,25 - Other,SALES RATIO
181020,2018,07/17/2019,Danbury,45 BECKERLE ST,201800,144000,Two Family,25 - Other,RATIO TOO HIGH / H10030
1800481,2018,07/29/2019,New Milford,10 CORTLAND DR,203140,345000,Single Family,25 - Other,SALES RATIO
181285,2018,09/25/2019,Danbury,11 HARVARD RD,131800,110000,Single Family,25 - Other,RATIO TOO HIGH / H17060
180709,2018,05/08/2019,Danbury,1 E HAYESTOWN RD #69,167700,315000,Condo,25 - Other,RATIO TOO LOW / I10051-69
180508,2018,07/09/2019,Griswold,71 MECHANIC STREET,86170,125000,Single Family,14 - Foreclosure,POST FORECLOSURE
1800450,2018,07/16/2019,New Milford,12 LONG MTN RD,266280,394000,Single Family,25 - Other,SOLD WITHIN 6 MONTHS
180054,2018,12/11/2018,Cromwell,15 TIMBER HILL RD,142660,130000,Single Family,25 - Other,DEFERRED MAINTENANCE
1800168,2018,12/27/2018,New Milford,22 COLONIAL RDG RD,299450,370750,Single Family,25 - Other,SALES RATIO
18354,2018,09/03/2019,Montville,587 ROUTE 163,110820,105000,Single Family,25 - Other,SALES RATIO
180206,2018,09/06/2019,Prospect,96 SALEM RD,179650,170000,Single Family,25 - Other,SALES RATIO TOO HIGH
1800521,2018,08/23/2019,New Milford,211 WELLSVILLE AVE,113470,234500,Single Family,25 - Other,SALES RATIO
181184,2018,08/28/2019,Danbury,81-95 PARK AV #404,98600,186000,Condo,25 - Other,RATIO TOO LOW / H15124-27
180889,2018,04/01/2019,Milford,109 MEADOWS END RD,151880,160000,Single Family,25 - Other,LOW SALE FOR NEIGHBORHOOD
18088,2018,01/11/2019,Montville,98 MAPLE AVE,95150,196000,Single Family,07 - Change in Property,SALES RATIO
1800422,2018,07/01/2019,New Milford,82 PROSPECT HILL RD,130330,288000,Single Family,07 - Change in Property,SALES RATIO
180068,2018,04/03/2019,North Branford,8 FARMINGTON DRIVE,85300,490385,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE AND ASSESSED
1800199,2018,01/18/2019,New Milford,195 GROVE ST,148820,254000,Single Family,07 - Change in Property,SALES RATIO
180035,2018,11/28/2018,North Branford,23 FARMINGTON DRIVE,85300,480609,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE & ASSESSED
180506,2018,07/03/2019,Griswold,61 SOUTH MAIN ST  UNIT 507,87640,112900,Condo,14 - Foreclosure,POST FORECLOSURE
1800560,2018,09/13/2019,New Milford,618 KENT RD,147000,292500,Single Family,25 - Other,SALES RATIO
1800352,2018,05/21/2019,New Milford,5 SOUTH AVE,134260,29405,Two Family,25 - Other,SALES RATIO
180706,2018,05/07/2019,Danbury,63 PLEASANT ST,217900,612500,Two Family,25 - Other,RATIO TOO LOW / H14169
181056,2018,07/29/2019,Danbury,19 FAIRFIELD AVE,173200,390000,Single Family,25 - Other,RATIO TOO LOW / J16017
180133,2018,07/03/2019,Middlebury,74 MIDDLEBURY TERR,184900,179000,Single Family,25 - Other,Colonial
1800117,2018,11/30/2018,New Milford,27 DORSET DR,192430,337000,Single Family,07 - Change in Property,SALES RATIO
180665,2018,05/06/2019,Stratford,8 STONYBROOK RD,126560,152500,Single Family,25 - Other,ON MARKET OVER 2 YEARS. NOT A FORECLOSURE SALE.
1800421,2018,06/28/2019,New Milford,10 WILLOW SPRINGS,91490,165000,Condo,07 - Change in Property,SALES RATIO
1800077,2018,06/11/2019,Sterling,346 GIBSON HILL RD,195550,255000,Single Family,07 - Change in Property,CAPE BUILT IN 1968 ON 6.7 ACRES
180560,2018,09/18/2019,Griswold,126-128 ASHLAND STREET,90440,90000,Two Family,25 - Other,DUPLEX
1800208,2018,05/13/2019,Portland,3 SPRUCE TERR,109830,201027,Single Family,07 - Change in Property,029-0251- 2 SALES IN 1 YEAR
1800184,2018,04/15/2019,Portland,85 GOSPEL LANE,121520,224000,Single Family,07 - Change in Property,040-0018 SOLD 2X IN SAME YEAR
180502,2018,02/19/2019,Danbury,8 PEACE ST #A,92700,180000,Condo,07 - Change in Property,RATIO TOO LOW / H15055-1
18055,2018,12/31/2018,Colchester,12 PHOENIX RD,26100,69900,Single Family,07 - Change in Property,mobile home
1800193,2018,01/17/2019,New Milford,14 CANDLEWOOD MTN,26110,12500,Single Family,25 - Other,SALES RATIO
180754,2018,05/21/2019,Danbury,43 ROWAN ST,94900,48000,Condo,25 - Other,I12060-1
181034,2018,07/22/2019,Danbury,23 SCUPPO RD #4-3,88400,174900,Condo,25 - Other,RATIO TOO LOW / F14067-4-3
181080,2018,07/31/2019,Danbury,12-16 SCUPPO RD #D-13,73200,150000,Condo,25 - Other,RATIO TOO LOW / F14098-13
1800065,2018,10/15/2018,Stamford,126 CHESTNUT HILL RD,509930,1285700,Single Family,25 - Other,EXECUTOR'S DEED
180970,2018,12/27/2018,Waterbury,150 MARK LANE #L5,27240,20000,Condo,25 - Other,LIQUIDATION SALE
180410,2018,01/17/2019,Danbury,28 CANDLEWOOD DR,221800,440000,Single Family,07 - Change in Property,RATIO TOO LOW / I06233
180379,2018,01/09/2019,Danbury,126 TRIANGLE ST #B-9,60800,133500,Condo,25 - Other,RATIO TOO LOW / J14264-62
180476,2018,05/29/2019,Griswold,42 ANTHONY STREET UNIT #18,40670,49500,Condo,14 - Foreclosure,POST FORECLOSURE
1800072,2018,11/01/2018,New Milford,159 PROSPECT HILL RD,167800,298000,Single Family,25 - Other,SALES RATIO
180068,2018,12/26/2018,Plymouth,3 MAIN ST,10770,185000,Single Family,25 - Other,COMBINED WITH 1 MAIN ST
180450,2018,02/04/2019,Danbury,4 STRAWBERRY HILL RD,313700,300000,Single Family,25 - Other,RATIO TOO HIGH / D08067
180090,2018,11/14/2018,Greenwich,599 LAKE AVE,3933440,1312500,Single Family,25 - Other,Estate Sale
1800114,2018,11/30/2018,New Milford,673 KENT RD,117320,120000,Single Family,25 - Other,SALES RATIO
1800530,2018,08/28/2019,New Milford,6 LEA LN,155580,275000,Single Family,25 - Other,SALES RATIO
181218,2018,09/05/2019,Danbury,1 HILLSIDE ST,111500,110000,Single Family,25 - Other,RATIO TOO HIGH / H15094
180079,2018,10/17/2018,Danbury,33 DRIFTWAY POINT RD,239200,175000,Single Family,25 - Other,C12090
180782,2018,05/29/2019,Danbury,27 LAKEVIEW AV,157100,142560,Single Family,25 - Other,RATIO TOO HIGH / K04120
18226,2018,12/17/2018,Hartford,58 CABOT ST,36470,145000,Three Family,25 - Other,MOTIVATED SELLER BELOW MARKET
181295,2018,09/26/2019,Danbury,21-1 FAIRVIEW DR,63400,135000,Condo,25 - Other,RATIO TOO LOW / H16104-76
1800364,2018,05/29/2019,New Milford,52 GREEN POND RD,107310,240000,Single Family,07 - Change in Property,SALES RATIO
180150,2018,07/25/2019,Middlebury,158 SHADDUCK RD,128800,100000,Single Family,25 - Other,Cape Cod
180642,2018,04/15/2019,Danbury,204 DOGWOOD LANE,15500,38000,Single Family,25 - Other,RATIO TOO LOW / MOBILE HOME / K05120-51
180160,2018,11/05/2018,Danbury,46 E PEMBROKE RD,131900,117500,Single Family,25 - Other,ASSESSMENT TOO LOW / H09167
180063,2018,02/27/2019,Middlebury,246 STEINMANN AVE,143500,300000,Single Family,07 - Change in Property,Cape Cod
180157,2018,07/22/2019,Thompson,9 GREENE ISLAND,56500,56000,Single Family,25 - Other,WATERFRONT
180071,2018,03/15/2019,Westbrook,75 OLD PENT RD,205900,160000,Single Family,25 - Other,COTTAGE W/PARTIAL VIEW OF SOUND
180735,2018,05/15/2019,Danbury,8 WOODSIDE AV EXT,90900,100000,Single Family,25 - Other,MOBILE HOME / RATIO TOO HIGH / L13025
180045,2018,12/17/2018,North Branford,1450 MIDDLETOWN AVE,86000,475678,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE AND ASSESSED
18293,2018,05/22/2019,Newtown,42 OLD GREEN ROAD,462150,640000,Single Family,25 - Other,RELOCATION COMPANY
180364,2018,06/17/2019,Vernon,63 HAMMOND ST,90620,45000,Two Family,25 - Other,UNKNOWN REASON
1800084,2018,07/03/2019,Sterling,327 STERLING RD,96080,178000,Single Family,07 - Change in Property,BUNGALOW BUILT 1924 ON .37 ACRES
180752,2018,05/21/2019,Danbury,5 ROLFS DR,217900,236000,Single Family,25 - Other,RATIO TOO HIGH / D18021
1800053,2018,10/19/2018,New Milford,120 UPLAND RD,182210,191000,Single Family,25 - Other,SALES RATIO
181303,2018,09/30/2019,Danbury,30 BENSON DR,193700,50000,Single Family,25 - Other,RATIO TOO HIGH / C17023
18155,2018,06/24/2019,Mansfield,1 SHARON DR,14100,8000,Single Family,25 - Other,VALLEY VIEW MOBILE HOME PARK
180009,2018,03/06/2019,Warren,35 MOUNTAIN LAKE RD,158590,500000,Single Family,07 - Change in Property,selling price extremely high for this property in the current market
1800508,2018,08/13/2019,New Milford,7 GREEN VIEW RD,148470,252500,Single Family,25 - Other,SALES RATIO
180010,2018,10/02/2018,Vernon,57 ELIZABETH LN,161620,140000,Condo,25 - Other,UNKNOWN REASON
180177,2018,11/08/2018,Danbury,48 TOPSTONE DR,157500,110000,Single Family,25 - Other,ASSESSMENT TOO HIGH / L13064
180264,2018,12/04/2018,Danbury,20 FOREST AVE,216200,235800,Single Family,25 - Other,RATIO TOO HIGH / I11153
180953,2018,07/02/2019,Danbury,2A JEANETTE RD #54,118500,186900,Condo,14 - Foreclosure,G09092-54
180805,2018,06/03/2019,Danbury,5 BEAVER ST,184300,200000,Three Family,25 - Other,RATIO TOO HIGH / H14285
18358,2018,09/05/2019,Montville,6 CRANDALL HILL #4,8630,5000,Single Family,25 - Other,MOBILE HOME
180860,2018,06/12/2019,Danbury,517 CENTER MEADOW LANE,197400,389995,Condo,25 - Other,RATIO TOO LOW / B15002-517
180003,2018,10/16/2018,Warren,32 SHEEHAN RD,378580,1150000,Single Family,07 - Change in Property,selling price extremely high
180024,2018,10/04/2018,Trumbull,39 ROCKY RIDGE DR,302190,345000,Single Family,25 - Other,UNKNOWN REASON
180206,2018,12/06/2018,Manchester,66 HIGHWOOD DRIVE,230000,292500,Single Family,25 - Other,VUDOYRA MADGALENA
180505,2018,07/03/2019,Griswold,634 HOPEVILLE RD LOT 8,10920,6500,Single Family,25 - Other,MOBILE HOME
1800004,2018,10/01/2018,New Milford,1 CHARD RD,170870,200000,Single Family,25 - Other,SALES RATIO
1800565,2018,09/16/2019,New Milford,4 BRENTWOOD RD,167160,289000,Single Family,25 - Other,SALES RATIO
180955,2018,07/02/2019,Danbury,32 FAIRMOUNT DR,276100,515000,Single Family,25 - Other,RATIO TOO LOW / F12090
1800411,2018,06/27/2019,New Milford,26 VALLEY VIEW CONDO,101360,182000,Condo,07 - Change in Property,SALES RATIO
1800250,2018,03/06/2019,New Milford,4 BEL AIR,32480,82500,Condo,07 - Change in Property,SALES RATIO
180931,2018,07/01/2019,Danbury,76 ROWAN ST,171100,110000,Two Family,25 - Other,I11079
180066,2018,10/16/2018,Danbury,126 TRIANGLE ST B-5,60800,119000,Condo,25 - Other,RATIO TOO LOW / J14264-58
180029,2018,11/05/2018,North Branford,29 FARMINGTON DRIVE,85200,463795,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE AND ASSESSED
180179,2018,08/01/2019,Prospect,97 COACHLIGHT CIR,242100,355000,Single Family,25 - Other,DOUBLE SALE
1800204,2018,01/24/2019,New Milford,16-5 FORDYCE CT,58660,115000,Condo,07 - Change in Property,SALES RATIO
18000159,2018,07/19/2019,Granby,14 CRANBERRY LN,181860,295000,Single Family,25 - Other,RELOCATION COMPANY RESALE
180104,2018,06/27/2019,Woodbridge,7 MARION LN,558390,650000,Single Family,25 - Other,RELOCATION COMPANY
1800039,2018,02/28/2019,Sterling,644 MARGARET HENRY RD,121450,305000,Single Family,07 - Change in Property,CAPE BUILT 2018 ON 4 ACRES
180019,2018,10/19/2018,East Hampton,3 DZIOK DR,132770,200000,Single Family,07 - Change in Property,SECOND SALE ON LESS THAN 6 MOS
18159,2018,04/24/2019,Monroe,50 HIGHLAND DR,144800,142000,Condo,25 - Other,ADMINISTRATIVE DEED
180191,2018,01/16/2019,Enfield,37 BROOK RD,120450,137100,Single Family,25 - Other,SOLD AS IS
180034,2018,11/21/2018,North Branford,6 FARMINGTON DRIVE,85200,480940,Single Family,07 - Change in Property,PROP DIFF BETWEEN SALE AND ASSESSED
180050,2018,10/11/2018,Danbury,77 KOHANZA ST,49800,117500,Condo,25 - Other,RATIO TOO LOW / H12033-28
1800562,2018,09/16/2019,New Milford,88 VALLEY VIEW CONDO,62510,116750,Condo,25 - Other,SALES RATIO
1800588,2018,09/27/2019,New Milford,290 WELLSVILLE AVE,177660,150000,Single Family,25 - Other,SALES RATIO
180659,2018,07/25/2019,Torrington,27 FUNSTON AVE,78710,75000,Single Family,25 - Other,HIGH SALES RATIO
180330,2018,12/20/2018,Danbury,116 WARRINGTON RN,371700,620000,Condo,25 - Other,B15001-13-116
1800579,2018,09/24/2019,New Milford,108 OLD FARMS CONDO,90860,176500,Condo,25 - Other,SALES RATIO
181108,2018,08/05/2019,Danbury,11 HAMILTON DR,171500,353100,Single Family,07 - Change in Property,RATIO TOO LOW / G04068
180151,2018,06/20/2019,Prospect,47 COER RD,225480,221250,Single Family,25 - Other,SALES RATIO TO HIGH
1800307,2018,04/23/2019,New Milford,15 TAYLOR TERR,143640,95000,Single Family,25 - Other,SALES RATIO
18003,2018,10/01/2018,Colchester,16 SKYLARK RD,22400,20000,Single Family,25 - Other,MOBILE HOME
180307,2018,09/25/2019,Plainville,7 RIVERVIEW DR,49280,116785,Condo,07 - Change in Property,MOBLE HOME
180661,2018,04/24/2019,Danbury,17 E HAYESTOWN RD #3,169000,240000,Condo,07 - Change in Property,I09139-3
18062,2018,01/15/2019,Colchester,65 COLCHESTER COMMONS,65300,26725,Single Family,25 - Other,mobile home
181095,2018,08/01/2019,Danbury,3 COMSTOCK ST,98200,240000,Single Family,25 - Other,RATIO TOO LOW / I14334
180383,2018,06/19/2019,South Windsor,37 SCHOOLHOUSE DR,322200,463458,Single Family,07 - Change in Property,PUD
180095,2018,10/22/2018,Danbury,249 STADLEY ROUGH RD,382000,323000,Single Family,25 - Other,RATIO TOO HIGH / J03115
181017,2018,07/17/2019,Danbury,20 E PEMBROKE RD #41,97800,131900,Condo,25 - Other,I09028-41
180014,2018,10/01/2018,Danbury,28 CLEVELAND ST,210200,420000,Three Family,25 - Other,RATIO TOO LOW / J12136
19153,2019,06/25/2020,Burlington,51 PINE DRIVE,247610,265000,Single Family,25 - Other,SENDING SALES VERIFICATION
190844,2019,07/01/2020,Danbury,51 JAMES ST,160500,185000,Two Family,25 - Other,J12181
180140,2018,12/31/2018,Vernon,70-363 OLD TOWN RD,89680,75000,Condo,25 - Other,UNKNOWN REASON
190073,2019,12/16/2019,Berlin,292 DEMING ROAD BLDG 2,7500,39500,Single Family,25 - Other,qualified sale
190471,2019,12/17/2019,Bridgeport,24-26 ALEX ST,107080,141000,Two Family,25 - Other,NO EXPOSUSRE
191114,2019,09/08/2020,Danbury,185 BRUSHY HILL RD,192800,230000,Single Family,25 - Other,J21026
190581,2019,04/02/2020,Danbury,6 SO CORNELL RD,147500,300000,Single Family,07 - Change in Property,H17056
180065,2018,12/27/2018,Prospect,111 WATERBURY RD,139380,315000,Single Family,25 - Other,SALES RATIO TOO LOW
190093,2019,02/18/2020,Cromwell,3 BELHAVEN,423640,665000,Condo,07 - Change in Property,"DESIRABLE LOCATION, TPC"
190797,2019,06/16/2020,Danbury,21 BULLET HILL RD,258500,240000,Single Family,25 - Other,RATIO TOO HIGH / G07030
180441,2018,07/30/2019,Vernon,655 TALCOTTVILLE RD #184,44070,32500,Condo,25 - Other,CONDO 38470  GARAGE UNIT 5600
190034,2019,11/26/2019,Cromwell,9 HARPERS ROAD,399700,655000,Single Family,07 - Change in Property,IMPECCABLE
190033,2019,11/25/2019,Cromwell,11 IRON GATE LANE,240450,405000,Condo,07 - Change in Property,DESIRABLE LOCATION
191198,2019,09/28/2020,Danbury,31 OAKLAND AV,147400,260000,Single Family,25 - Other,I11043
1800358,2018,09/30/2019,Portland,3 CATTLE CROSSING,134540,135000,Condo,07 - Change in Property,021-0018-05 NOT USED FOR SALE RATIO
19140,2019,11/27/2019,East Hartford,225 SANDRA DR,112230,115000,Single Family,25 - Other,MOTIVATED SELLER
190438,2019,09/18/2020,Guilford,4 QUONNIPAUG HILL RD,178000,268000,Single Family,25 - Other,SOLD WITH  3309 ASSMT 1010
190104,2019,05/08/2020,Essex,104 NORTH MAIN ST,589100,2000000,Single Family,07 - Change in Property,ESSEX
190135,2019,07/06/2020,Litchfield,35 VAN WINKLE,78050,530000,Single Family,25 - Other,LAND IS PART OF WHITE MEMORIAL ASSESSMENT IS FOR BUILDING ONLY
19120,2019,05/06/2020,Burlington,147 BELDEN,130690,50000,Single Family,25 - Other,SENDING SALES VERIFICATION
19010,2019,04/23/2020,Colebrook,10 ENO HILL ROAD,400700,441000,Single Family,07 - Change in Property,SENT SALES VERIFICATION
1800119,2018,03/06/2019,Wolcott,443 WOODTICK RD,114410,60000,Single Family,25 - Other,non MLS sale; no markt time or concession information available;no interior inspection permitted dur
1800031,2018,02/07/2019,Sterling,502 STERLING RD,74530,126000,Single Family,07 - Change in Property,CONVENTIONAL BUILT 1900 ON .2 ACRES
190297,2019,08/24/2020,Berlin,40 WINCHELL DRIVE,144600,407500,Single Family,07 - Change in Property,qualified sale
19000322,2019,06/09/2020,Cheshire,123 TULIP DR,118750,160000,Single Family,25 - Other,2 PARCELS ON SAME DEED WITH TULIP DR (5-52)
